span_id,container,quote_family,quotation_depth,open_target,open_offset,close_target,close_offset,cross_record,semantic_speaker,presentation_parent,opener_hidden,closer_hidden,opener_presentation,first_lexical_target,first_lexical_offset,first_lexical_presentation,last_lexical_target,last_lexical_offset,last_lexical_presentation,closer_presentation,expected_class,actual_class,source_basis,status,defects,snippet
A-Q00001,HOUR_01_BODY,guillemet,1,PASSION24.HOUR.01.P008,85,PASSION24.HOUR.01.P008,109,False,MARY,OUTSIDE,True,True,HIDDEN,PASSION24.HOUR.01.P008,87,MARY,PASSION24.HOUR.01.P008,105,MARY,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|MARY|MARY|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« Je Te bénis, ô Fils ! »"
A-Q00206,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P021,11,PASSION24.SECTION.BENEFITS.P026,53,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P021,12,JESUS,PASSION24.SECTION.BENEFITS.P026,50,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, Je considérerai ces Heures, non pas comme faites par eux, mais comme faites par Moi. Selon leurs dispositions, Je leur donnerai les mêmes Mérites et les mêmes Effets que si J'étais en train de souffrir Ma Passion. Cela, même pendant leur vie sur la terre. Je ne pourrais pas leur … doux enchantement ce sera pour tous les bienheureux !»"
A-Q00207,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P029,66,PASSION24.SECTION.BENEFITS.P034,211,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P030,0,JESUS,PASSION24.SECTION.BENEFITS.P034,209,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Quand elles sont faites dans un Amour pur, elles permettent à Mon Amour de se déverser. Et cela n'est pas banal que la créature puisse donner du soulagement à son Créateur et lui permettre de déverser son Amour.»"
A-Q00208,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P037,12,PASSION24.SECTION.BENEFITS.P047,120,True,JESUS,OUTSIDE,False,False,OUTSIDE,PASSION24.SECTION.BENEFITS.P037,13,JESUS,PASSION24.SECTION.BENEFITS.P047,118,JESUS,OUTSIDE,TOP_LEVEL_DIVINE_QUOTE_CONTENT_ONLY,OUTSIDE|JESUS|JESUS|OUTSIDE,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, ne te plains pas. Même s'il n'y avait qu'une seule âme qui les faisait, tu devrais être contente. … cela n'est pas banal que la créature puisse donner du soulagement à son Créateur et lui permettre de déverser son Amour.»"
A-Q00209,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P055,230,PASSION24.SECTION.BENEFITS.P055,308,False,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P055,231,JESUS,PASSION24.SECTION.BENEFITS.P055,306,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, pour chaque mot que tu as écrit, Je te donnerai un baiser, une âme.»"
A-Q00211,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P057,35,PASSION24.SECTION.BENEFITS.P057,391,False,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P057,36,JESUS,PASSION24.SECTION.BENEFITS.P057,389,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«S'ils les font avec Moi dans Ma Volonté, Je leur donnerai aussi une âme pour chaque mot qu'ils réciteront. En fait, l'effet sera petit ou grand suivant la grandeur de leur union avec Moi. En les faisant dans Ma Volonté, la créature se cache en Elle. Comme c'est Ma Volonté qui agit, Je peux produire tous les biens que Je veux, même à travers un seul Mot.»"
A-Q00212,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P078,0,PASSION24.SECTION.BENEFITS.P086,202,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P078,1,JESUS,PASSION24.SECTION.BENEFITS.P086,200,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, Ma Passion, Mes Plaies, Mon Sang, et tout ce que J'ai fait et souffert opèrent sans cesse comme si tout se passait actuellement. … Sois-Moi fidèle. Parce que le temps est court. Et parce que, irritée par les créatures, la Justice veut déployer sa fureur. Il est nécessaire que les supports se multiplient. Ne cesse pas de travailler.»"
A-Q00213,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P089,121,PASSION24.SECTION.BENEFITS.P093,91,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P090,0,JESUS,PASSION24.SECTION.BENEFITS.P093,89,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,« … Chaque pensée sur Ma Passion est un ajout de Lumière qui se transformera en Joie éternelle.»
A-Q00214,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P095,64,PASSION24.SECTION.BENEFITS.P102,194,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P095,65,JESUS,PASSION24.SECTION.BENEFITS.P102,191,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, pendant Ma Vie terrestre, des milliers et des milliers d'anges accompagnaient Mon Humanité. … Par conséquent, avec quelle attention et quel respect les âmes doivent-elles faire les Heures de la Passion, sachant que les anges sont suspendus à leurs lèvres pour répéter ce qu'elles disent !»"
A-Q00215,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P102,208,PASSION24.SECTION.BENEFITS.P103,61,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P102,209,JESUS,PASSION24.SECTION.BENEFITS.P103,59,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Au milieu de tant d'amertume que Me donnent les créatures, ces Heures sont pour Moi d'agréables petites douceurs, même si elles sont trop peu nombreuses, vu toute l'amertume que Je reçois des créatures. … Par conséquent, fais connaître ces Heures autant que tu peux.»"
A-Q00216,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P106,40,PASSION24.SECTION.BENEFITS.P106,118,False,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P106,41,JESUS,PASSION24.SECTION.BENEFITS.P106,116,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, pour chaque mot que tu as écrit, Je te donnerai un baiser, une âme.»"
A-Q00218,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P108,12,PASSION24.SECTION.BENEFITS.P108,368,False,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P108,13,JESUS,PASSION24.SECTION.BENEFITS.P108,366,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«S'ils les font avec Moi dans Ma Volonté, Je leur donnerai aussi une âme pour chaque mot qu'ils réciteront. En fait, l'effet sera petit ou grand suivant la grandeur de leur union avec Moi. En les faisant dans Ma Volonté, la créature se cache en Elle. Comme c'est Ma Volonté qui agit, Je peux produire tous les biens que Je veux, même à travers un seul Mot.»"
A-Q00219,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P110,12,PASSION24.SECTION.BENEFITS.P116,216,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P110,13,JESUS,PASSION24.SECTION.BENEFITS.P116,214,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, ne te plains pas. Même s'il n'y avait qu'une seule âme qui les faisait, tu devrais être contente. N'aurais-Je pas souffert Ma Passion au complet même s'il n'y avait eu qu'une âme qui allait être sauvée ? De même pour toi. … Oh ! comme J'aimerais que, dans chaque ville, il y ait au moins une âme qui fasse les Heures de Ma Passion ! Je M'entendrais ainsi dans chaque ville. Et Ma Justice, si indignée en ces t"
A-Q00220,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P118,59,PASSION24.SECTION.BENEFITS.P120,150,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P119,0,JESUS,PASSION24.SECTION.BENEFITS.P120,148,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Sache que chaque fois que tu la fais, Ma Maman se sent comme si elle revivait sa vie terrestre et elle reçoit la gloire et l'amour qu'elle Me donnait.»"
A-Q00221,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P122,59,PASSION24.SECTION.BENEFITS.P122,77,False,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P122,60,JESUS,PASSION24.SECTION.BENEFITS.P122,74,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma maman, maman !»"
A-Q00222,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P125,69,PASSION24.SECTION.BENEFITS.P131,133,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P126,0,JESUS,PASSION24.SECTION.BENEFITS.P131,131,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Même après ta mort, chaque fois que des âmes sur la terre feront ces Heures, au Ciel Je te vêtirai de Lumière et de Gloire nouvelles.»"
A-Q00223,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P133,99,PASSION24.SECTION.BENEFITS.P136,156,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P134,0,JESUS,PASSION24.SECTION.BENEFITS.P136,154,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Je Me sens dédommagé pour le mal que les autres créatures Me font et, sentant que ces âmes ne Me font aucun mal, mais plutôt du bien, Je M'appuie sur elles.»"
A-Q00225,SECTION_PASSION24.SECTION.BENEFITS,straight_double,2,PASSION24.SECTION.BENEFITS.P138,105,PASSION24.SECTION.BENEFITS.P139,76,True,GENERIC_SOUL,JESUS,False,False,JESUS,PASSION24.SECTION.BENEFITS.P139,0,JESUS,PASSION24.SECTION.BENEFITS.P139,74,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,""" … Me voici, je veux réparer pour tous, implorer pour tous et répondre de tous."""
A-Q00224,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P136,178,PASSION24.SECTION.BENEFITS.P139,77,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P137,0,JESUS,PASSION24.SECTION.BENEFITS.P139,74,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Me voici, je veux réparer pour tous, implorer pour tous et répondre de tous.""»"
A-Q00226,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P143,229,PASSION24.SECTION.BENEFITS.P149,139,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P144,0,JESUS,PASSION24.SECTION.BENEFITS.P149,136,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Si Je ne trouve pas ces satisfactions, ah ! Ce sera le désastre : les fléaux vont se répandre par torrents. Ah ! Ma fille ! Ah ! Ma fille !»"
A-Q00227,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P153,63,PASSION24.SECTION.BENEFITS.P159,187,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P153,64,JESUS,PASSION24.SECTION.BENEFITS.P159,184,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, le monde est devenu déséquilibré parce qu'il a perdu la pensée de Ma Passion. Dans la noirceur, il n'a pas trouvé la Lumière de Ma Passion qui l'aurait éclairé. Cette Lumière lui aurait fait connaître Mon Amour et combien les âmes M'ont coûté. … Qu'est-ce qui va arriver à cet enfant et à ce disciple ? Ils seront la honte de la société. Tel est devenu l'homme. Ah ! Il va de mal en pis et Je pleure sur lui a"
A-Q00229,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P162,27,PASSION24.SECTION.BENEFITS.P163,330,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P163,0,JESUS,PASSION24.SECTION.BENEFITS.P163,328,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Ma fille, chaque fois que la créature se fond en Moi, elle communique les influences divines à toutes les créatures qui, selon leurs besoins, sont ainsi visitées : ceux qui sont faibles ressentent la force ; ceux qui sont obstinés dans le péché reçoivent la lumière ; ceux qui souffrent reçoivent le réconfort ; et ainsi de suite.»"
A-Q00235,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P169,12,PASSION24.SECTION.BENEFITS.P173,100,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P169,13,JESUS,PASSION24.SECTION.BENEFITS.P173,98,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ces Heures mettent en harmonie le Ciel et la terre et M'empêchent de détruire le monde. Je sens Mon Sang, Mes Plaies, Mon Amour et tout ce que J'ai fait mis en circulation et se répandre sur tout pour tout sauver. Quand … Pourquoi en doutes-Tu ? La chose n'est pas la tienne mais la Mienne. Tu as été le faible instrument.»"
A-Q00237,SECTION_PASSION24.SECTION.BENEFITS,straight_double,2,PASSION24.SECTION.BENEFITS.P176,21,PASSION24.SECTION.BENEFITS.P176,42,False,JESUS,JESUS,False,False,JESUS,PASSION24.SECTION.BENEFITS.P176,22,JESUS,PASSION24.SECTION.BENEFITS.P176,41,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"""Heures de Ma Passion"""
A-Q00236,SECTION_PASSION24.SECTION.BENEFITS,guillemet,1,PASSION24.SECTION.BENEFITS.P175,107,PASSION24.SECTION.BENEFITS.P176,251,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.SECTION.BENEFITS.P175,108,JESUS,PASSION24.SECTION.BENEFITS.P176,249,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, pourquoi crains-Tu ? Quand une âme médite sur Ma Passion, se rappelant Mes souffrances en entretenant des pensées de compassion et de réparation, des chemins s'ouvrent entre elle et Moi et des beautés variées viennent orner son âme. … Cette âme a fait les ""Heures de Ma Passion"". Et Je la recevrai comme une fille de Ma Passion, revêtue de Mon Sang et ornée de Mes Plaies. Cette fleur fut cultivée dans ton cœ"
A-Q00239,PASSION24.TEXT.PART_III_DIVINE_PASSION,guillemet,1,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P018,438,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P028,203,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P019,0,JESUS,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P028,201,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Voilà à quel point J'aime les âmes ! C'était pour des vies que Je payais. Mes souffrances sont inconcevables pour un esprit créé. Entre dans Ma Divinité, vois et touche de tes mains ce que J'ai souffert.»"
A-Q00240,PASSION24.TEXT.PART_III_DIVINE_PASSION,guillemet,1,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P037,38,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P043,182,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P038,0,JESUS,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P043,180,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … En se multipliant pour tous, il amènera les actions de tous devant Mon Trône, se substituant pour chacune. Par conséquent, sois attentive. Ta mission est grande et totalement divine.»"
A-Q00242,PASSION24.TEXT.PART_III_DIVINE_PASSION,straight_double,2,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P049,37,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P051,115,True,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P050,0,JESUS,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P051,113,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,""" … Si Tu veux que Je subisse une mort pour chacune, Je le ferai. J'accepte tout, pourvu que Tu donnes la vie à toutes."""
A-Q00241,PASSION24.TEXT.PART_III_DIVINE_PASSION,guillemet,1,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P046,12,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P059,171,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P046,13,JESUS,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P059,169,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Fille de Ma Volonté, viens prendre part aux premières souffrances et aux premières morts que Ma petite Humanité reçut de la part de Ma Divinité dès l'instant de Ma Conception. … Viens donc dans Ma Volonté prendre part aux souffrances et aux morts que J'ai endurées dès l'instant de Ma Conception. Ainsi, tu pourras mieux comprendre ce que Je te dis.»"
A-Q00243,PASSION24.TEXT.PART_III_DIVINE_PASSION,guillemet,1,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P066,193,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P068,200,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P067,0,JESUS,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P068,198,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … Tout ce que Je veux, Je le fais. Ah ! combien Je suis peu compris par les créatures et, en conséquence, peu aimé ! Viens dans Mon Humanité et Je te ferai voir et toucher de tes mains ce que Je te dis.»"
A-Q00244,PASSION24.TEXT.PART_III_DIVINE_PASSION,guillemet,1,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P079,24,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P085,89,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P079,25,JESUS,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P085,87,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Fille de Ma Volonté, Ma Volonté T'a donné des souffrances et des morts et T'a ramenée à la vie et à la capacité de te mouvoir de nouveau. … Plutôt, aime-Moi, sois reconnaissante pour tout et sois prête quand Ma Volonté T'appelle.»"
A-Q00245,PASSION24.TEXT.PART_III_DIVINE_PASSION,guillemet,1,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P091,33,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P111,176,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P091,34,JESUS,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P111,174,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Fille de Mes souffrances, sache que les souffrances que les Juifs M'infligèrent ne furent que l'ombre de celles que la Divinité Me donna. Il en fut ainsi pour que soit donnée à la Divinité une satisfaction complète. … Avec Moi, supplée pour toutes les obligations des créatures, même si, au grand chagrin de Dieu et pour leur plus grand malheur, les créatures n'y accordent même pas une pensée.»"
A-Q00247,PASSION24.TEXT.PART_III_DIVINE_PASSION,guillemet,1,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P115,64,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P123,64,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P115,65,JESUS,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P123,61,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, les souffrances qui M'ont été données par la Divinité surpassent de très loin celles qui M'ont été données par les créatures, autant en intensité qu'en nombre et en durée. … Combien les âmes M'ont coûté ! C'est pourquoi Je les aime tant !»"
A-Q00250,PASSION24.TEXT.PART_III_DIVINE_PASSION,straight_double,2,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P127,67,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P127,72,False,JESUS,JESUS,False,False,JESUS,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P127,68,JESUS,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P127,71,JESUS,JESUS,MEANINGFUL_NESTED_QUOTE_INHERITS_JESUS,JESUS|JESUS|JESUS|JESUS,OPENER_ALREADY_DIVINE; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"""fiat"""
A-Q00249,PASSION24.TEXT.PART_III_DIVINE_PASSION,guillemet,1,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P125,41,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P128,288,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P126,0,JESUS,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P128,285,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"« … En conséquence, répète Mes enseignements autant que tu le peux afin d'orner d'étoiles le Ciel de ton âme et que ce Ciel ne soit pas inférieur au ciel qui s'étend au-dessus de ta tête. Chacune de ces étoiles portera l'empreinte de l'enseignement de ton Jésus. Quel honneur tu Me donneras !»"
A-Q00251,PASSION24.TEXT.PART_III_DIVINE_PASSION,guillemet,1,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P131,12,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P139,355,True,JESUS,OUTSIDE,True,True,HIDDEN,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P131,13,JESUS,PASSION24.TEXT.PART_III_DIVINE_PASSION.BODY.P139,353,JESUS,HIDDEN,HIDDEN_OUTER_WRAPPER,HIDDEN|JESUS|JESUS|HIDDEN,NO_DIVINE_PARENT; ACTIVE_ADJUDICATION_OR_SPEECH_DATA,PASS,,"«Ma fille, Mes souffrances sont incompréhensibles pour les humains. … Mes souffrances externes étaient comme des voix invitant les âmes à entrer dans l'océan de Mes souffrances intérieures pour ainsi comprendre à quel prix J'ai payé leur salut. Par Mes souffrances internes que Je t'ai communiquées, eut-être comprendras-tu d'une façon mitigée l'intensité des miennes. Prends courage. C'est l'amour qui M'incite à faire "
