path,line,line_text,line_type,status,assertion_id,evidence_type,evidence_path,evidence_detail
reports/report_claims_vs_evidence_audit.md,9,- Structural headings/schema rows are explicitly classified as structure rather than falsely treated as execution claims.,REPORT_AUDIT_SELF,PASS,A0098,REPORT_AUDIT_SELF,evidence/v101125/REPORT_CLAIM_ASSERTIONS.json,headings/CSV schemas explicitly classified STRUCTURE
reports/report_claims_vs_evidence_audit.md,10,"Evidence: `evidence/v101125/ACTIVE_REPORT_LINE_AUDIT_SUMMARY.json`, `evidence/v101125/REPORT_CLAIM_ASSERTIONS.json`.",EVIDENCE_POINTERS,PASS,A0083,EVIDENCE_POINTERS,evidence/v101125/ACTIVE_REPORT_LINE_AUDIT_SUMMARY.json;evidence/v101125/REPORT_CLAIM_ASSERTIONS.json,all declared evidence paths exist
reports/semantic_stale_scan.txt,1,v101.125 semantic/current-tooling/current-evidence stale scan,SEMANTIC_STALE_SCAN,PASS,A0084,SEMANTIC_STALE_SCAN,evidence/v101125/SEMANTIC_STALE_SCAN.json,semantic/transient/schema scan PASS
reports/semantic_stale_scan.txt,2,status=PASS,SEMANTIC_STALE_SCAN,PASS,A0085,SEMANTIC_STALE_SCAN,evidence/v101125/SEMANTIC_STALE_SCAN.json,semantic/transient/schema scan PASS
reports/semantic_stale_scan.txt,3,transient_hits=0,SEMANTIC_STALE_SCAN,PASS,A0086,SEMANTIC_STALE_SCAN,evidence/v101125/SEMANTIC_STALE_SCAN.json,semantic/transient/schema scan PASS
reports/semantic_stale_scan.txt,4,schema_hits=0,SEMANTIC_STALE_SCAN,PASS,A0087,SEMANTIC_STALE_SCAN,evidence/v101125/SEMANTIC_STALE_SCAN.json,semantic/transient/schema scan PASS
reports/semantic_stale_scan.txt,5,evidence=evidence/v101125/SEMANTIC_STALE_SCAN.json,SEMANTIC_STALE_SCAN,PASS,A0088,SEMANTIC_STALE_SCAN,evidence/v101125/SEMANTIC_STALE_SCAN.json,semantic/transient/schema scan PASS
reports/stale_reference_scan.txt,1,v101.125 version/reference/current-evidence stale scan,VERSION_STALE_SCAN,PASS,A0089,VERSION_STALE_SCAN,evidence/v101125/VERSION_STALE_SCAN.json,current version/evidence stale scan PASS with zero unexplained/schema hits
reports/stale_reference_scan.txt,2,status=PASS,VERSION_STALE_SCAN,PASS,A0090,VERSION_STALE_SCAN,evidence/v101125/VERSION_STALE_SCAN.json,current version/evidence stale scan PASS with zero unexplained/schema hits
reports/stale_reference_scan.txt,3,unexplained_hits=0,VERSION_STALE_SCAN,PASS,A0091,VERSION_STALE_SCAN,evidence/v101125/VERSION_STALE_SCAN.json,current version/evidence stale scan PASS with zero unexplained/schema hits
reports/stale_reference_scan.txt,4,schema_hits=0,VERSION_STALE_SCAN,PASS,A0092,VERSION_STALE_SCAN,evidence/v101125/VERSION_STALE_SCAN.json,current version/evidence stale scan PASS with zero unexplained/schema hits
reports/stale_reference_scan.txt,5,evidence=evidence/v101125/VERSION_STALE_SCAN.json,VERSION_STALE_SCAN,PASS,A0093,VERSION_STALE_SCAN,evidence/v101125/VERSION_STALE_SCAN.json,current version/evidence stale scan PASS with zero unexplained/schema hits
