path,line,line_text,line_type,status,evidence_type,evidence_path,evidence_detail
reports/no_regression_fix_ledger.csv,8,"H24-07,Hour24/progress/completed home actions,persistent Accueil verified separately,remove redundant local Accueil where global Accueil is verified,bottom nav behavior,evidence/v101122/per_item_results/H24-07_TARGETED.json 1/1 PASS; precondition 10/10 global Accueil,evidence/v101122/per_item_results/H24-07_MINI.json PASS,evidence/v101122/per_item_results/H24-07_INDEPENDENT.json PASS,0,PASS",CLAIM,PASS,PER_ITEM_LEDGER,evidence/v101122/per_item_results/H24-07_TARGETED.json,H24-07 targeted + mini + independent results; ledger records any redo
reports/no_regression_fix_ledger.csv,9,"H24-08,release identity/cache/evidence,v101.121 identity,update version/stage/cache/manifests/reports only,runtime logic outside scope,SW 15/15 + broad Chromium 52/52 on v101.122 identity,evidence/v101122/per_item_results/H24-08_MINI.json PASS,evidence/v101122/per_item_results/H24-08_INDEPENDENT.json PASS,0,PASS",CLAIM,PASS,PER_ITEM_LEDGER,evidence/v101122/per_item_results/H24-08_TARGETED.json,H24-08 targeted + mini + independent results; ledger records any redo
reports/protected_declaration_parity.csv,1,"declaration,baseline_sha256,candidate_sha256,status",STRUCTURE,PASS,STRUCTURE,SELF:reports/protected_declaration_parity.csv,document/table structure; no execution result asserted
reports/protected_declaration_parity.csv,2,"CORPUS,1dfd24bcd5cb353e14afb31348fef350c8fb56c14e407489eae8709c958380a5,1dfd24bcd5cb353e14afb31348fef350c8fb56c14e407489eae8709c958380a5,PASS",CLAIM,PASS,DECLARATION_HASH,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,CORPUS baseline/candidate expression hashes compared
reports/protected_declaration_parity.csv,3,"TEXT_LIBRARY,09329a9751035ab32b3fbde518ab78163425316ba156a04b69e187ab58fa85e5,09329a9751035ab32b3fbde518ab78163425316ba156a04b69e187ab58fa85e5,PASS",CLAIM,PASS,DECLARATION_HASH,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,TEXT_LIBRARY baseline/candidate expression hashes compared
reports/protected_declaration_parity.csv,4,"HOUR_LINKED_TEXTS,abffddceeaf11cd74f043bea1d97568f2bd1ba28fb1fbc541610d282039c0095,abffddceeaf11cd74f043bea1d97568f2bd1ba28fb1fbc541610d282039c0095,PASS",CLAIM,PASS,DECLARATION_HASH,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,HOUR_LINKED_TEXTS baseline/candidate expression hashes compared
reports/protected_declaration_parity.csv,5,"INTERNAL_SUBHEADINGS,2cdc80893e8afad04d8990d3f7cbd240367fbbac51a360a1d12dcf46636708ae,2cdc80893e8afad04d8990d3f7cbd240367fbbac51a360a1d12dcf46636708ae,PASS",CLAIM,PASS,DECLARATION_HASH,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,INTERNAL_SUBHEADINGS baseline/candidate expression hashes compared
reports/protected_declaration_parity.csv,6,"DISPLAY_SEGMENTS,141be59c6a94231ffea999c3706e70580e894ba9eb3ec60912e8b1fe5614b222,141be59c6a94231ffea999c3706e70580e894ba9eb3ec60912e8b1fe5614b222,PASS",CLAIM,PASS,DECLARATION_HASH,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,DISPLAY_SEGMENTS baseline/candidate expression hashes compared
reports/protected_declaration_parity.csv,7,"CONTINUITY_GROUPS,3d1cb5f01010bf9b38f86a16cf6b9bb7e4be128b6fe21eca2894c23dbababc2d,3d1cb5f01010bf9b38f86a16cf6b9bb7e4be128b6fe21eca2894c23dbababc2d,PASS",CLAIM,PASS,DECLARATION_HASH,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,CONTINUITY_GROUPS baseline/candidate expression hashes compared
reports/protected_declaration_parity.csv,8,"LDC_LIBRARY_FLOW_LAYOUT,7d10dd43644daef8104fc591b08c43f351e592601a756bcf3c433588f9c728d2,7d10dd43644daef8104fc591b08c43f351e592601a756bcf3c433588f9c728d2,PASS",CLAIM,PASS,DECLARATION_HASH,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,LDC_LIBRARY_FLOW_LAYOUT baseline/candidate expression hashes compared
reports/protected_declaration_parity.csv,9,"SPEECH_END_VISUAL_BREAKS,06a1c250f4f9020d236bfcbeb412580f000380d49dc1348a7bdb5a2a244aa263,06a1c250f4f9020d236bfcbeb412580f000380d49dc1348a7bdb5a2a244aa263,PASS",CLAIM,PASS,DECLARATION_HASH,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,SPEECH_END_VISUAL_BREAKS baseline/candidate expression hashes compared
reports/protected_declaration_parity.csv,10,"SPEECH_CROSS_RECORD_VISUAL_BREAKS,bcf0c384462ba8c28d5b12c79cdd1ce8adb9e211809011ffbbb2888779022a48,bcf0c384462ba8c28d5b12c79cdd1ce8adb9e211809011ffbbb2888779022a48,PASS",CLAIM,PASS,DECLARATION_HASH,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,SPEECH_CROSS_RECORD_VISUAL_BREAKS baseline/candidate expression hashes compared
reports/protected_declaration_parity.csv,11,"SPEECH_DATA,388b52f0f140f4c3b4c8f91fd3b296550ad7bd58238810165738047e20528162,388b52f0f140f4c3b4c8f91fd3b296550ad7bd58238810165738047e20528162,PASS",CLAIM,PASS,DECLARATION_HASH,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,SPEECH_DATA baseline/candidate expression hashes compared
reports/protected_declaration_parity.csv,12,"VISIBLE_PARAGRAPH_TOPOLOGY,89d64b9e30edaed0589d2c3133bca116bda6cee2184e16078df9c676ef6a2e2f,89d64b9e30edaed0589d2c3133bca116bda6cee2184e16078df9c676ef6a2e2f,PASS",CLAIM,PASS,DECLARATION_HASH,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,VISIBLE_PARAGRAPH_TOPOLOGY baseline/candidate expression hashes compared
reports/protected_declaration_parity.csv,13,"SPEECH_CROSS_RECORD_OPENING_WRAPPER_SUPPRESSIONS,c6cb3689dca85cc9fe29e03835e6153a4992c2ac3f47e28e33539f47fcfce68e,c6cb3689dca85cc9fe29e03835e6153a4992c2ac3f47e28e33539f47fcfce68e,PASS",CLAIM,PASS,DECLARATION_HASH,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,SPEECH_CROSS_RECORD_OPENING_WRAPPER_SUPPRESSIONS baseline/candidate expression hashes compared
reports/protected_declaration_parity.csv,14,"SPEECH_PRESENTATION_PROJECTION,f631ad843e3f82bbdd7f467366834a164e291e936853557fcbef6baacc473e1b,f631ad843e3f82bbdd7f467366834a164e291e936853557fcbef6baacc473e1b,PASS",CLAIM,PASS,DECLARATION_HASH,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,SPEECH_PRESENTATION_PROJECTION baseline/candidate expression hashes compared
reports/protected_declaration_parity.csv,15,"SPEECH_PRESENTATION_ADJUDICATIONS,889410835c99cbb54964c300d59a095dc169d3384c34386280bbdab8fe529d68,889410835c99cbb54964c300d59a095dc169d3384c34386280bbdab8fe529d68,PASS",CLAIM,PASS,DECLARATION_HASH,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,SPEECH_PRESENTATION_ADJUDICATIONS baseline/candidate expression hashes compared
reports/report_claims_vs_evidence_audit.md,1,# Report claims vs evidence audit — v101.122,STRUCTURE,PASS,STRUCTURE,SELF:reports/report_claims_vs_evidence_audit.md,document/table structure; no execution result asserted
reports/report_claims_vs_evidence_audit.md,3,**PASS_PREFREEZE — direct evidence bindings**,CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/FOUR_PASS_PREFREEZE_SUMMARY.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,5,- Baseline identity/finality: PASS — external prerequisite `v101122_run/gate0/V101121_FINAL_DECISION_LOCK_EXTERNAL.json`; baseline ZIP SHA-256 `e22782a8dd73fb54287cd13d61b3ff217c4d24f33702bd1397dc1b4df5c34d3a`.,CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/FOUR_PASS_PREFREEZE_SUMMARY.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,6,- Runtime build reproduction: PASS — `evidence/v101122/BUILD_RUNTIME_PARITY.json`.,CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/BUILD_RUNTIME_PARITY.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,7,- Protected declarations: PASS 14/14 — `evidence/v101122/PROTECTED_DECLARATION_PARITY.json`.,CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,8,- Help parity: PASS — `evidence/v101122/HELP_PARITY.json`.,CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/HELP_PARITY.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,9,- JavaScript syntax: PASS — `evidence/v101122/JAVASCRIPT_SYNTAX_CHECK.json`.,CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/JAVASCRIPT_SYNTAX_CHECK.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,10,- Service-worker syntax: PASS — `evidence/v101122/SERVICE_WORKER_SYNTAX_CHECK.json`.,CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/SERVICE_WORKER_SYNTAX_CHECK.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,11,- Hour-24 state transitions: PASS 16/16 — `evidence/v101122/HOUR24_STATE_TRANSITION_MATRIX.json`.,CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/HOUR24_STATE_TRANSITION_MATRIX.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,12,- Five-profile Hour-24 UX: PASS 70/70 — `evidence/v101122/HOUR24_FIVE_PROFILE_UX_MATRIX.json`.,CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/HOUR24_FIVE_PROFILE_UX_MATRIX.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,13,- Help browser regression: PASS 70/70 — `evidence/v101122/HELP_BROWSER_MATRIX.json`.,CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/HELP_BROWSER_MATRIX.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,14,- Broad Chromium regression: PASS 52/52 — `evidence/v101122/BROAD_CHROMIUM_RUNTIME_MATRIX.json`.,CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/BROAD_CHROMIUM_RUNTIME_MATRIX.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,15,- Quoted-span fixed point: PASS A=0 / B=0 over 398 presentation-relevant spans — `evidence/v101122/post_hour24_fixed_point/M1_FIXED_POINT_SUMMARY.json`.,CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/post_hour24_fixed_point/M1_FIXED_POINT_SUMMARY.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,16,"- Exhaustive presentation: PASS 1,990/1,990 — `evidence/v101122/EXHAUSTIVE_PRESENTATION_RUNTIME_MATRIX.json`.",CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/EXHAUSTIVE_PRESENTATION_RUNTIME_MATRIX.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,17,- Service-worker logic: PASS 15/15 — `evidence/v101122/SERVICE_WORKER_LOGIC_MATRIX.json`.,CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/SERVICE_WORKER_LOGIC_MATRIX.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,18,- Mutation challenge: PASS 12/12 synthetic defects detected — `evidence/v101122/MUTATION_TEST_MATRIX.json`.,CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/MUTATION_TEST_MATRIX.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,19,- Independent Hour-24 browser probe: PASS 55/55 — `evidence/v101122/INDEPENDENT_HOUR24_PROBE.json`.,CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/INDEPENDENT_HOUR24_PROBE.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,20,- Independent runtime smoke: PASS 50/50 — `evidence/v101122/INDEPENDENT_RUNTIME_SMOKE.json`.,CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/INDEPENDENT_RUNTIME_SMOKE.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,21,"- Independent presentation: PASS 1,990/1,990 with 257 cross-record spans — `evidence/v101122/INDEPENDENT_PRESENTATION_MATRIX.json`.",CLAIM,PASS,CLAIM_EVIDENCE,evidence/v101122/INDEPENDENT_PRESENTATION_MATRIX.json,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/report_claims_vs_evidence_audit.md,22,"- Physical iPhone/iPad/Samsung, installed-PWA, true-offline cold reopen and VoiceOver/TalkBack: NOT_TESTED; no PASS is inferred from browser emulation.",CLAIM,PASS,CLAIM_EVIDENCE,version.json::real_device_status,claim line names its direct supporting artifact or explicit NOT_TESTED authority
reports/semantic_stale_scan.txt,1,SEMANTIC_STALE_SCAN = PASS,CLAIM,PASS,SEMANTIC_STALE,evidence/v101122/SEMANTIC_STALE_SCAN.json,semantic-assumption scanner output
reports/semantic_stale_scan.txt,2,obsolete_current_tool_assumptions = 0,CLAIM,PASS,SEMANTIC_STALE,evidence/v101122/SEMANTIC_STALE_SCAN.json,semantic-assumption scanner output
reports/semantic_stale_scan.txt,3,unexplained_semantic_stale_claims = 0,CLAIM,PASS,SEMANTIC_STALE,evidence/v101122/SEMANTIC_STALE_SCAN.json,semantic-assumption scanner output
reports/semantic_stale_scan.txt,4,Hour24 completion authority = canonical getProgressSnapshot().complete (24/24 Méditée),CLAIM,PASS,SEMANTIC_STALE,evidence/v101122/SEMANTIC_STALE_SCAN.json,semantic-assumption scanner output
reports/stale_reference_scan.txt,1,VERSION_STALE_SCAN = PASS,CLAIM,PASS,VERSION_STALE,evidence/v101122/VERSION_STALE_SCAN.json,version/reference scanner output
reports/stale_reference_scan.txt,2,classified_historical_baseline_tool_lineage_references = 682,CLAIM,PASS,VERSION_STALE,evidence/v101122/VERSION_STALE_SCAN.json,version/reference scanner output
reports/stale_reference_scan.txt,3,unexplained_current_facing_stale_references = 0,CLAIM,PASS,VERSION_STALE,evidence/v101122/VERSION_STALE_SCAN.json,version/reference scanner output
reports/stale_reference_scan.txt,4,runtime_identity_checks = 7/7 PASS,CLAIM,PASS,VERSION_STALE,evidence/v101122/VERSION_STALE_SCAN.json,version/reference scanner output
