path,line,token,classification,excerpt
luisa_24_heures.html,175,v101.32,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"/* v101.32: border-width now means ""meditated"", hue means ""Holy Hour"". The v101.20 fix below"
luisa_24_heures.html,175,v101.20,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"/* v101.32: border-width now means ""meditated"", hue means ""Holy Hour"". The v101.20 fix below"
luisa_24_heures.html,188,v101.20,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"/* v101.20 fix: .gethsemani's border-color was silently overriding .read's (same specificity,"
luisa_24_heures.html,194,v101.32,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"/* v101.32: the tick was 0.58rem in --accent-light, i.e. 2.0:1 against the card in light mode —"
luisa_24_heures.html,208,v101.7,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,/* v101.7 A11Y4 fix: --accent-light gives ~1.9:1 contrast on the light-theme
luisa_24_heures.html,214,v101.7,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,  /* v101.7 A11Y5 fix: strengthen borders/outlines for users who request more
luisa_24_heures.html,651,v101.48,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"/* v101.48 — stale highlight, i.e. one whose anchor could not be recovered after editorial"
luisa_24_heures.html,827,v101.6,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"  /* v101.6 A11Y1/A11Y2 fix: this is now a real <button>, not a div — reset the"
luisa_24_heures.html,998,v101.51,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"/* v101.51: ""voir tout"" expander in Mon Espace, so no highlight or note is ever unreachable. */"
luisa_24_heures.html,1001,v101.53,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"/* v101.53: one approved display unit. Block-level only - it contributes no characters, so"
luisa_24_heures.html,1013,v101.50,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,/* v101.50: font-size MUST stay at or above 16px. iOS Safari auto-zooms the page when a text field
luisa_24_heures.html,1016,v101.53,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"   note panel was closed. Reported on iPhone against v101.53, where this was 0.9rem (14.4px). The"
luisa_24_heures.html,1205,v101.50,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"/* v101.50: 16px minimum - see the note on .note-textarea. This was 0.95rem (15.2px), which would"
luisa_24_heures.html,1237,v101.32,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"/* v101.32 accessibility fix, found while making this view consistent with the home grid: this"
luisa_24_heures.html,1244,v101.32,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"/* v101.32: match the home grid — border-width means ""meditated"" here too, so the Heures list"
luisa_24_heures.html,1710,v101.53,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"/* v101.53 — iPad/iOS: reserve the bottom-bar space with a flex-item spacer, not padding."
luisa_24_heures.html,2086,v101.95,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,/* v101.95 — exact Approfondir title-text selection + WebKit boundary repair; reading marker remains separate. */
luisa_24_heures.html,2108,v101.3,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,/* v101.3 CSS4 fix: restore persistent bottom navigation on tablet/desktop (>=769px).
luisa_24_heures.html,2124,v101.95,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,/* v101.95 — precise Samsung current-LDC visual paragraph target overlay. */
luisa_24_heures.html,2156,v101.63,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,/* v101.63 four-pass closure: the first Stage-G scan exercised primary views but did not
luisa_24_heures.html,2372,v101.95,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,<!-- v101.95 — whole-reading marker picker remains separate from exact title text highlighting. -->
luisa_24_heures.html,4770,v101.32,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,  /* v101.32 P1-01: canonical in-memory resume Hour. `currentHour` is view state and is
luisa_24_heures.html,4793,v101.119,PROTECTED_PRESENTATION_PROVENANCE_ALLOWED,"const SPEECH_PRESENTATION_ADJUDICATIONS = {""PASSION24.TEXT.RELATED_HOUR_17.BODY.P067"":[{""start"":43,""end"":56,""semantic_speaker"":""OTHER"",""presentation_speaker"":""JESUS"",""quotation_depth"":2,""reason"":""RA19E LDC.T19.E0029.P006; meaningful nested reported quotation keeps guillemets and inherits active outer Jesus display.""},{""start"":80,""end"":127,""semantic_speaker"":""OTHER"",""presentation_speaker"":""JESUS"",""quotation_depth"":2,""reason"":""RA19E LDC.T19.E0029.P006; meaningful nested reported quotation keeps gu"
luisa_24_heures.html,4793,v101.119,PROTECTED_PRESENTATION_PROVENANCE_ALLOWED,"const SPEECH_PRESENTATION_ADJUDICATIONS = {""PASSION24.TEXT.RELATED_HOUR_17.BODY.P067"":[{""start"":43,""end"":56,""semantic_speaker"":""OTHER"",""presentation_speaker"":""JESUS"",""quotation_depth"":2,""reason"":""RA19E LDC.T19.E0029.P006; meaningful nested reported quotation keeps guillemets and inherits active outer Jesus display.""},{""start"":80,""end"":127,""semantic_speaker"":""OTHER"",""presentation_speaker"":""JESUS"",""quotation_depth"":2,""reason"":""RA19E LDC.T19.E0029.P006; meaningful nested reported quotation keeps gu"
luisa_24_heures.html,4800,v101.8,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,  // v101.8 fix: this used to call showFatalError() with a hardcoded generic
luisa_24_heures.html,4805,v101.10,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,  // v101.10 fix: do NOT blank the whole app for a post-init runtime error.
luisa_24_heures.html,5083,v101.95,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,  // v101.95: preserve Samsung/current-LDC visual-paragraph semantics across save/export/import.
luisa_24_heures.html,5087,v101.48,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"  /* v101.48: this sanitiser whitelists fields (prototype-pollution guard), so recovery provenance"
luisa_24_heures.html,5132,v101.48,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,/* ── v101.48 stale-highlight recovery ──────────────────────────────────────────────────
luisa_24_heures.html,5141,v101.15,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"   2026-07-09. v101.15 changed a period to a comma in P021, v101.16 merged P022 INTO P021,"
luisa_24_heures.html,5141,v101.16,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"   2026-07-09. v101.15 changed a period to a comma in P021, v101.16 merged P022 INTO P021,"
luisa_24_heures.html,5191,v101.25,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"   to render on the current production build, because their snapshots hold pre-v101.25 wording"
luisa_24_heures.html,5204,v101.58,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,/* v101.58 / 24H-D: every personal record must be reachable. Preview sizes are never ceilings. */
luisa_24_heures.html,5336,v101.52,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"/* v101.52 — approved non-destructive display segmentation (65 records, 180 display units)."
luisa_24_heures.html,5359,v101.52,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,/* v101.52 — the four approved cross-record continuity operations (Part E).
luisa_24_heures.html,5590,v101.73,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,  // v101.73: obtain rollback bytes BEFORE touching the canonical snapshot. If the existing
luisa_24_heures.html,5792,v101.48,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,  /* v101.48: recover highlights whose anchor was invalidated by editorial changes. Runs after
luisa_24_heures.html,6373,v101.9,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"// v101.9 fix: a user reported a crash screen (""Script error."" — a browser-"
luisa_24_heures.html,6446,v101.32,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"  /* v101.32 P1-01: read canonical in-memory state, not the legacy mirror. */"
luisa_24_heures.html,6589,v101.21,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,  // v101.21 RN3 fix: out-of-order same-day taps (e.g. Hour 7 then later Hour 5) made this
luisa_24_heures.html,7009,v101.32,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,  /* v101.32 P1-02: commit the resume Hour through the canonical snapshot. Previously this
luisa_24_heures.html,7167,v101.53,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"  /* v101.53: a continuity follower carries no paragraph break, so the pair reads as one unit. */"
luisa_24_heures.html,7334,v101.12,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"  // v101.12 fix: an hour.subsections entry (e.g. Hour 24's ""La Désolation de la Vierge"
luisa_24_heures.html,7343,v101.14,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"    // v101.14 fix: jump to the heading block itself (id=""${sub.id}__heading"", set in"
luisa_24_heures.html,7776,v101.95,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,  // v101.95: whole-reading marking remains controlled by the separate button.
luisa_24_heures.html,7937,v101.95,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,// v101.95 — interaction helpers for the authoritative LDC visual paragraph model.
luisa_24_heures.html,9129,v101.48,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,/* v101.48: removal path for a stale highlight reached from Mon Espace. deleteHighlightFromPanel()
luisa_24_heures.html,9267,v101.53,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"  /* v101.53: approved display segmentation is applied HERE, not only in"
luisa_24_heures.html,9282,v101.53,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,  /* v101.53: segmentation is handled in renderParaText below. No record carries both a
luisa_24_heures.html,9414,v101.95,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,// v101.95 — WebKit/iPhone Range-boundary normalisation for owned Approfondir annotation surfaces.
luisa_24_heures.html,10040,v101.56,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"  // Measure the picker that is actually rendered. v101.56 assumed 220 x 110 px here,"
luisa_24_heures.html,10200,v101.95,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,  // v101.95: preserve the authoritative current-LDC intra-paragraph cuts when a highlight
luisa_24_heures.html,10271,v101.7,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"// v101.7 RN2 fix: centralized French ordinal for hour numbers (""1re Heure"", ""5e Heure"")."
luisa_24_heures.html,10844,v101.74,INHERITED_IMPLEMENTATION_LINEAGE_COMMENT_ALLOWED,"  // v101.74: a replace-import must prove it is a 24 Heures machine backup, not merely"
metadata/build_provenance.json,5,v101.121,IMMUTABLE_BASELINE_REFERENCE_ALLOWED,"  ""baseline_version"": ""v101.121"","
metadata/scope_escalation_authority.md,5,v101.121,IMMUTABLE_BASELINE_REFERENCE_ALLOWED,Immutable baseline: v101.121 ZIP `e22782a8dd73fb54287cd13d61b3ff217c4d24f33702bd1397dc1b4df5c34d3a`.
reports/build_script_vs_files_audit.md,8,v101.121,IMMUTABLE_BASELINE_REFERENCE_ALLOWED,- Protected declarations: 14/14 byte-identical to v101.121.
reports/build_script_vs_files_audit.md,9,v101.121,IMMUTABLE_BASELINE_REFERENCE_ALLOWED,- `showHelp()` block: byte-identical to v101.121.
reports/four_pass_deep_audit.md,6,v101.121,IMMUTABLE_BASELINE_REFERENCE_ALLOWED,- Immutable v101.121 baseline hash: PASS.
reports/four_pass_deep_audit.md,9,v101.121,IMMUTABLE_BASELINE_REFERENCE_ALLOWED,- `showHelp()` block: byte-identical to v101.121.
reports/full_regression_matrix.csv,2,v101.121,IMMUTABLE_BASELINE_REFERENCE_ALLOWED,"G01,v101.121 baseline finality,PASS,gate0/V101121_FINAL_DECISION_LOCK_EXTERNAL.json"
reports/no_regression_fix_ledger.csv,2,v101.121,IMMUTABLE_BASELINE_REFERENCE_ALLOWED,"H24-01,buildHourEndActions(),verified v101.121 function block,separate Hour-level actions; Hour24 gets reflection/linked/top,protected declarations; Hours1-23,evidence/v101122/per_item_results/H24-01_TARGETED.json 2/2 PASS,evidence/v101122/per_item_results/H24-01_MINI.json PASS,evidence/v101122/per_item_results/H24-01_INDEPENDENT.json PASS,0,PASS"
reports/no_regression_fix_ledger.csv,4,v101.121,IMMUTABLE_BASELINE_REFERENCE_ALLOWED,"H24-03,markMeditee()+refreshHourEndCycleUI(),v101.121 does not refresh terminal panel,refresh only Hour24 cycle host,scroll/tab/selection,evidence/v101122/per_item_results/H24-03_TARGETED.json 2/2 PASS,evidence/v101122/per_item_results/H24-03_MINI.json PASS,evidence/v101122/per_item_results/H24-03_INDEPENDENT.json PASS,0,PASS"
reports/no_regression_fix_ledger.csv,9,v101.121,IMMUTABLE_BASELINE_REFERENCE_ALLOWED,"H24-08,release identity/cache/evidence,v101.121 identity,update version/stage/cache/manifests/reports only,runtime logic outside scope,SW 15/15 + broad Chromium 52/52 on v101.122 identity,evidence/v101122/per_item_results/H24-08_MINI.json PASS,evidence/v101122/per_item_results/H24-08_INDEPENDENT.json PASS,0,PASS"
scripts/EXECUTION_SPEC.md,5,v101.121,IMMUTABLE_BASELINE_REFERENCE_ALLOWED,Cycle: close immutable v101.121 baseline → freeze Hour-24 product contract → H24-01…H24-08 one-by-one → 16-state matrix → five-profile UX → Help/broad/fixed-point/presentation/SW regressions → mutation tests → Pass 1 files/build → Pass 2 runtime/package → Pass 3 direct line evidence → Pass 4 version + semantic stale scans → fresh recheck → manifests → deterministic Build A/B → primary reopened ZIP → separately implemented independent reopened ZIP → external decision lock last.
scripts/build_v101111_m2_authorised_mutation.py,7,v101.111,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,VERSION='v101.111'
scripts/build_v101111_m2_authorised_mutation.py,91,v101.110,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    old=""const APP_VERSION = 'v101.110';"""
scripts/build_v101111_m2_authorised_mutation.py,97,v101.110,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    old=""const BUILD_DATE = '2026-08-23'; // v101.110 / RA19E nested quote delimiter display continuity"""
scripts/build_v101112_user_confirmed_text_structure_repair.py,8,v101.112,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,VERSION='v101.112'
scripts/build_v101112_user_confirmed_text_structure_repair.py,166,v101.111,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"html=html.replace(""const APP_VERSION = 'v101.111';"", ""const APP_VERSION = 'v101.112';"",1)"
scripts/build_v101112_user_confirmed_text_structure_repair.py,166,v101.112,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"html=html.replace(""const APP_VERSION = 'v101.111';"", ""const APP_VERSION = 'v101.112';"",1)"
scripts/build_v101112_user_confirmed_text_structure_repair.py,168,v101.111,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"html=html.replace(""const BUILD_DATE = '2026-08-25'; // v101.111 / RA19E.2 authorised speaker/presentation mutation"", ""const BUILD_DATE = '2026-08-25'; // v101.112 / user-confirmed Hour 3 duplication + Hour 22 punctuation/paragraph structure repair"",1)"
scripts/build_v101112_user_confirmed_text_structure_repair.py,168,v101.112,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"html=html.replace(""const BUILD_DATE = '2026-08-25'; // v101.111 / RA19E.2 authorised speaker/presentation mutation"", ""const BUILD_DATE = '2026-08-25'; // v101.112 / user-confirmed Hour 3 duplication + Hour 22 punctuation/paragraph structure repair"",1)"
scripts/build_v101112_user_confirmed_text_structure_repair.py,186,v101.111,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    (dst/'README.md').write_text(f'''# Les 24 Heures de la Passion — {VERSION}\n\nStage: `{STAGE}`\n\nThis narrow successor starts from immutable v101.111 and implements only two user-confirmed corpus/presentation corrections: (1) remove the accidental duplicate Hour-3 Judas/Jean tail from P005 while preserving P006 and every paragraph ID; (2) in the 22nd Hour, add the sentence full stop after all ten occurrences of `« Jésus et Marie, je Vous recommande mon âme ! »` and render the nine same-reco"
scripts/build_v101112_user_confirmed_text_structure_repair.py,191,v101.112,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"        'real_device_status':'Physical Samsung/iPhone/iPad and live-origin PWA/offline/accessibility validation NOT_TESTED for v101.112.',"
scripts/build_v101112_user_confirmed_text_structure_repair.py,200,v101.111,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    sw=sw.replace('/* v101.111 */','/* v101.112 */',1).replace(""const CACHE_NAME = 'luisa-24h-v101-111';"",f""const CACHE_NAME = '{CACHE}';"",1)"
scripts/build_v101112_user_confirmed_text_structure_repair.py,200,v101.112,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    sw=sw.replace('/* v101.111 */','/* v101.112 */',1).replace(""const CACHE_NAME = 'luisa-24h-v101-111';"",f""const CACHE_NAME = '{CACHE}';"",1)"
scripts/build_v101112_user_confirmed_text_structure_repair.py,204,v101.111,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"        'baseline_version':'v101.111','baseline_zip_sha256':BASE_SHA,"
scripts/build_v101112_user_confirmed_text_structure_repair.py,228,v101.112,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    (ev/'PREPACKAGE_STAGE_REPORT.md').write_text(f'''# v101.112 prepackage stage report\n\nStatus: `PASS_PREPACKAGE_PENDING_FINAL_REOPEN`\n\nBaseline: v101.111 / `{BASE_SHA}`.\n\nAuthorized scope:\n\n- Hour 3 P005 accidental duplicated tail removed; P006 and all paragraph IDs retained.\n- Ten Hour-22 formula occurrences changed from closing `»` to `».`.\n- Nine same-record `Jésus, je donne…` continuations split as separate visible paragraphs through both `DISPLAY_SEGMENTS` and `VISIBLE_PARAGRAPH"
scripts/build_v101112_user_confirmed_text_structure_repair.py,228,v101.111,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    (ev/'PREPACKAGE_STAGE_REPORT.md').write_text(f'''# v101.112 prepackage stage report\n\nStatus: `PASS_PREPACKAGE_PENDING_FINAL_REOPEN`\n\nBaseline: v101.111 / `{BASE_SHA}`.\n\nAuthorized scope:\n\n- Hour 3 P005 accidental duplicated tail removed; P006 and all paragraph IDs retained.\n- Ten Hour-22 formula occurrences changed from closing `»` to `».`.\n- Nine same-record `Jésus, je donne…` continuations split as separate visible paragraphs through both `DISPLAY_SEGMENTS` and `VISIBLE_PARAGRAPH"
scripts/build_v101112_user_confirmed_text_structure_repair.py,228,v101.111,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    (ev/'PREPACKAGE_STAGE_REPORT.md').write_text(f'''# v101.112 prepackage stage report\n\nStatus: `PASS_PREPACKAGE_PENDING_FINAL_REOPEN`\n\nBaseline: v101.111 / `{BASE_SHA}`.\n\nAuthorized scope:\n\n- Hour 3 P005 accidental duplicated tail removed; P006 and all paragraph IDs retained.\n- Ten Hour-22 formula occurrences changed from closing `»` to `».`.\n- Nine same-record `Jésus, je donne…` continuations split as separate visible paragraphs through both `DISPLAY_SEGMENTS` and `VISIBLE_PARAGRAPH"
scripts/build_v101112_user_confirmed_text_structure_repair.py,233,v101.111,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    (dst/'reports/full_regression_matrix.csv').write_text('''gate,test,status,evidence\nBASELINE,v101.111 exact SHA/member freeze,PASS,baseline SHA exact and CRC clean\nUC-H3,Hour 3 duplicate ownership repair,PASS,P005 tail removed; P006 unchanged; all IDs/order preserved\nUC-H22-PUNCT,Hour 22 formula punctuation,PASS,10/10 formula occurrences end with ».\nUC-H22-DISPLAY,Hour 22 visible paragraph split,PASS,9/9 same-record cases have DISPLAY_SEGMENTS at start of Jésus\nUC-H22-SAMSUNG,visible par"
scripts/build_v101112_user_confirmed_text_structure_repair.py,274,v101.111,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"        for old in ['v101.111','luisa-24h-v101-111','L24H_v101111_']:"
scripts/build_v101112_user_confirmed_text_structure_repair.py,278,v101.111,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,                    allowed=(rel=='metadata/build_provenance.json' or rel=='reports/full_regression_matrix.csv' or (rel=='README.md' and 'starts from immutable v101.111' in text))
scripts/build_v101112_user_confirmed_text_structure_repair.py,339,v101.111,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,    (tree/'audit/independent_four_pass_audit.md').write_text(f'''# Independent four-pass audit — {VERSION}\n\n## Pass 1 — baseline/scope\nPASS. Exact v101.111 baseline SHA verified. Corpus text changes are exactly 11 paragraph records: H3 P005 plus ten Hour-22 formula records. No paragraph ID/order change.\n\n## Pass 2 — derived/runtime integrity\nPASS. H3 P006 is unchanged; H3 duplicate appears once. Hour-22 formula closes with `».` in all 10 cases. Nine same-record continuations have matching 
scripts/build_v101112_user_confirmed_text_structure_repair.py,339,v101.112,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,    (tree/'audit/independent_four_pass_audit.md').write_text(f'''# Independent four-pass audit — {VERSION}\n\n## Pass 1 — baseline/scope\nPASS. Exact v101.111 baseline SHA verified. Corpus text changes are exactly 11 paragraph records: H3 P005 plus ten Hour-22 formula records. No paragraph ID/order change.\n\n## Pass 2 — derived/runtime integrity\nPASS. H3 P006 is unchanged; H3 duplicate appears once. Hour-22 formula closes with `».` in all 10 cases. Nine same-record continuations have matching 
scripts/build_v101112_user_confirmed_text_structure_repair.py,339,v101.111,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,    (tree/'audit/independent_four_pass_audit.md').write_text(f'''# Independent four-pass audit — {VERSION}\n\n## Pass 1 — baseline/scope\nPASS. Exact v101.111 baseline SHA verified. Corpus text changes are exactly 11 paragraph records: H3 P005 plus ten Hour-22 formula records. No paragraph ID/order change.\n\n## Pass 2 — derived/runtime integrity\nPASS. H3 P006 is unchanged; H3 duplicate appears once. Hour-22 formula closes with `».` in all 10 cases. Nine same-record continuations have matching 
scripts/build_v101113_audit_report_qa_integrity_repair.py,7,v101.113,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,VERSION='v101.113'
scripts/build_v101113_audit_report_qa_integrity_repair.py,51,v101.112,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"html=html.replace(""const APP_VERSION = 'v101.112';"",""const APP_VERSION = 'v101.113';"",1)"
scripts/build_v101113_audit_report_qa_integrity_repair.py,51,v101.113,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"html=html.replace(""const APP_VERSION = 'v101.112';"",""const APP_VERSION = 'v101.113';"",1)"
scripts/build_v101113_audit_report_qa_integrity_repair.py,53,v101.112,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"old_comment=""const BUILD_DATE = '2026-08-25'; // v101.112 / user-confirmed Hour 3 duplication + Hour 22 punctuation/paragraph structure repair"""
scripts/build_v101113_audit_report_qa_integrity_repair.py,54,v101.113,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"new_comment=""const BUILD_DATE = '2026-08-25'; // v101.113 / four-pass audit report and real-device QA metadata integrity repair"""
scripts/build_v101113_audit_report_qa_integrity_repair.py,135,v101.112,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    write_text(dst/'README.md',f'''# Les 24 Heures de la Passion — {VERSION}\n\nStage: `{STAGE}`\n\nThis is a narrow release-evidence/QA-integrity successor to immutable v101.112. The four-pass deep audit found that the active root real-device checklist and results template still named v101.111, while the packaged stale-reference report incorrectly classified those active files as historical. v101.113 repairs that report-integrity defect only.\n\nThe v101.112 Hour-3 duplicate repair and exhausti"
scripts/build_v101113_audit_report_qa_integrity_repair.py,135,v101.111,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    write_text(dst/'README.md',f'''# Les 24 Heures de la Passion — {VERSION}\n\nStage: `{STAGE}`\n\nThis is a narrow release-evidence/QA-integrity successor to immutable v101.112. The four-pass deep audit found that the active root real-device checklist and results template still named v101.111, while the packaged stale-reference report incorrectly classified those active files as historical. v101.113 repairs that report-integrity defect only.\n\nThe v101.112 Hour-3 duplicate repair and exhausti"
scripts/build_v101113_audit_report_qa_integrity_repair.py,135,v101.113,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    write_text(dst/'README.md',f'''# Les 24 Heures de la Passion — {VERSION}\n\nStage: `{STAGE}`\n\nThis is a narrow release-evidence/QA-integrity successor to immutable v101.112. The four-pass deep audit found that the active root real-device checklist and results template still named v101.111, while the packaged stale-reference report incorrectly classified those active files as historical. v101.113 repairs that report-integrity defect only.\n\nThe v101.112 Hour-3 duplicate repair and exhausti"
scripts/build_v101113_audit_report_qa_integrity_repair.py,135,v101.112,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    write_text(dst/'README.md',f'''# Les 24 Heures de la Passion — {VERSION}\n\nStage: `{STAGE}`\n\nThis is a narrow release-evidence/QA-integrity successor to immutable v101.112. The four-pass deep audit found that the active root real-device checklist and results template still named v101.111, while the packaged stale-reference report incorrectly classified those active files as historical. v101.113 repairs that report-integrity defect only.\n\nThe v101.112 Hour-3 duplicate repair and exhausti"
scripts/build_v101113_audit_report_qa_integrity_repair.py,135,v101.112,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    write_text(dst/'README.md',f'''# Les 24 Heures de la Passion — {VERSION}\n\nStage: `{STAGE}`\n\nThis is a narrow release-evidence/QA-integrity successor to immutable v101.112. The four-pass deep audit found that the active root real-device checklist and results template still named v101.111, while the packaged stale-reference report incorrectly classified those active files as historical. v101.113 repairs that report-integrity defect only.\n\nThe v101.112 Hour-3 duplicate repair and exhausti"
scripts/build_v101113_audit_report_qa_integrity_repair.py,144,v101.112,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    sw=(dst/'sw.js').read_text(encoding='utf-8').replace('/* v101.112 */','/* v101.113 */',1).replace(""const CACHE_NAME = 'luisa-24h-v101-112';"",f""const CACHE_NAME = '{CACHE}';"",1);write_text(dst/'sw.js',sw)"
scripts/build_v101113_audit_report_qa_integrity_repair.py,144,v101.113,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    sw=(dst/'sw.js').read_text(encoding='utf-8').replace('/* v101.112 */','/* v101.113 */',1).replace(""const CACHE_NAME = 'luisa-24h-v101-112';"",f""const CACHE_NAME = '{CACHE}';"",1);write_text(dst/'sw.js',sw)"
scripts/build_v101113_audit_report_qa_integrity_repair.py,145,v101.112,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"    prov={'version':VERSION,'build_date':BUILD_DATE,'stage':STAGE,'baseline_version':'v101.112','baseline_zip_sha256':BASE_SHA,'baseline_html_sha256':BASE_HTML_SHA,'candidate_html_sha256':CAND_HTML_SHA,'scope':{'active_root_qa_files_corrected':['REAL_DEVICE_QA_CHECKLIST.md','REAL_DEVICE_QA_RESULTS_TEMPLATE.csv'],'qa_template_scenarios':len(QA_ROWS),'stale_scan_current_facing_scope_strengthened':True,'governed_runtime_declarations_changed':0},'v101112_user_confirmed_repairs':'PRESERVED_BYTE_IDENT"
scripts/build_v101113_audit_report_qa_integrity_repair.py,151,v101.111,HISTORICAL_OR_SUPERSEDED_TOOL_ALLOWED,"        w.writerow(['AUD-001','REAL_DEVICE_QA_CHECKLIST.md','ACTIVE_QA_VERSION_STALE','v101.111','v101.113 + 21 explicit external scenarios','PASS'])"
