record_id,lane,epistemic_class,pre_sha256,post_sha256,status
PASSION24.TEXT.RELATED_HOUR_10.BODY.P005,AUTHORITATIVE_R6_DERIVATIVE_SYNC,B_AUTHORITATIVE_R6_SYNC,157f551facabf7b5d7871cc17f20a8ebcf1e4fbc7db4ba2d058e3f4be9634ae1,f9444bff833a10e6959116507c645960f1bbc60f63693b32c2ee3ad70d241af6,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_10.BODY.P009,AUTHORITATIVE_R6_DERIVATIVE_SYNC,B_AUTHORITATIVE_R6_SYNC,c6748a7f3849a3d7058319b333cc0c038a0e257c46a192a2224a5e052e7f96e6,6cc3200afee4720335c73a5d52c03a9c76e40d5a89067133e6a3c8f66f334bff,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_01.BODY.P015,AUTHORITATIVE_R6_DERIVATIVE_SYNC,B_AUTHORITATIVE_R6_SYNC,56d20cabf316965abebcf338382c45e5b43a01db3f23615e491453e30820627d,704b6bb611889b886df0cf5a30adfdbbe0e44a2eb617c07a2d0a97cc172fb5dd,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_17.BODY.P020,AUTHORITATIVE_R6_DERIVATIVE_SYNC,B_AUTHORITATIVE_R6_SYNC,394828af8ae1c8299e3ac56397611f509a941d36615be74f60de7ababcb4e53f,b35510b1b71ec656d4356d92f25fceefb9bbb058cf244a126d6c94ecc5c965e0,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_18.BODY.P039,AUTHORITATIVE_R6_DERIVATIVE_SYNC,B_AUTHORITATIVE_R6_SYNC,1dff2a7cc0fa52f55a46d4987a268f88af4441cc427fb95624f92a5d90b11d0c,fe11bc0a45f1507b03664cb61b0f32ca49150ed2b3ed46173e8dd5341eac96bd,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_11.BODY.P031,AUTHORITATIVE_R6_DERIVATIVE_SYNC,B_AUTHORITATIVE_R6_SYNC,c23a6e16b0ea6b2b1e3ab1bb3d51d6ccceb6269e045fa1300e30966db0e1d7ae,f064b2d6ae0dc1f05a421aab64c9227220154690fd36277cc33310550293687f,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.SECTION.BENEFITS.P040,AUTHORITATIVE_R6_DERIVATIVE_SYNC,B_AUTHORITATIVE_R6_SYNC,f64ea34de74ee068c5e8e058ca7b8c464627e53654d50661aba5c350de3e9c94,5c5a2145243b63de0942a495e782016ac2bfe4d5bd76709acaadc56ea78ea219,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.SECTION.BENEFITS.P112,AUTHORITATIVE_R6_DERIVATIVE_SYNC,B_AUTHORITATIVE_R6_SYNC,d8252398a02e1424a4defe4c97e4f29f8858746547ca1ecc7a8c166a4287f7bf,b112fe662cce062e815b25044a837d091e809a5a82f24d9836067864574fd109,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_24.BODY.P013,AUTHORITATIVE_R6_DERIVATIVE_SYNC,B_AUTHORITATIVE_R6_SYNC,d8252398a02e1424a4defe4c97e4f29f8858746547ca1ecc7a8c166a4287f7bf,b112fe662cce062e815b25044a837d091e809a5a82f24d9836067864574fd109,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P038,AUTHORITATIVE_R6_DERIVATIVE_SYNC,B_AUTHORITATIVE_R6_SYNC,f64ea34de74ee068c5e8e058ca7b8c464627e53654d50661aba5c350de3e9c94,5c5a2145243b63de0942a495e782016ac2bfe4d5bd76709acaadc56ea78ea219,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P107,AUTHORITATIVE_R6_DERIVATIVE_SYNC,B_AUTHORITATIVE_R6_SYNC,d8252398a02e1424a4defe4c97e4f29f8858746547ca1ecc7a8c166a4287f7bf,b112fe662cce062e815b25044a837d091e809a5a82f24d9836067864574fd109,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_04.BODY.P127,AUTHORITATIVE_R6_DERIVATIVE_SYNC,B_AUTHORITATIVE_R6_SYNC,0973301dbbda77ad260e3056eb778939435116315e9e174cb0d2f371841df10e,e7b16aabea7f38653e15c69242174f3d7f4a7e2df73861980e760bdfb71eda35,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_04.BODY.P179,AUTHORITATIVE_R6_DERIVATIVE_SYNC,B_AUTHORITATIVE_R6_SYNC,ed43747adec2aea12c79b286a1e6ccf7ea70f84d0b32da267578ac9f907e6160,bc6369687fa5ed394fc81bf0d1f042ee0cb33c2fa523901d1f7547e61f834ee3,APPLIED_EXACT_AUTHORIZED_RECORD
