authority_id,lane,record_id,epistemic_class,operation_type,current_text,current_sha256,target_text,target_sha256,edit_operations_json,evidence_source,source_authority,known_contradiction_screen,recension_sensitive,future_dependency,prior_status,recommended_action,rationale
INTERIM-LOCAL-PASSION24.HOUR.18.P056,LOCAL_24H,PASSION24.HOUR.18.P056,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Ta Maman qui, comme une colombe plaintive, cherche à Te rencontrer, elle veut Te dire une dernière parole et recevoir un dernier Regard de Toi. Tu la vois qui, pénétrant dans la foule, veut à tout prix Te voir, T’embrasser et Te faire un dernier adieu. Et Tu ressens son Cœur lacéré.",273213a9c9d04e29472df477184f355fed375c6016a310f3aa5f644cdbc48b3e,"ta Maman qui, comme une colombe plaintive, cherche à Te rencontrer, elle veut Te dire une dernière parole et recevoir un dernier Regard de Toi. Tu la vois qui, pénétrant dans la foule, veut à tout prix Te voir, T’embrasser et Te faire un dernier adieu. Et Tu ressens son Cœur lacéré.",b0326a1510fb8ba8bfc9676655f1be3957ee441ae4a30264b614421651ee9156,"[{""op"": ""replace"", ""old_start"": 0, ""old_end"": 1, ""old_text"": ""T"", ""new_text"": ""t""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.18.P058,LOCAL_24H,PASSION24.HOUR.18.P058,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Si elle vit, c’est un pur miracle de ton Omnipotence. Tu fais des pas pour la rencontrer, Mais c’est à grand peine que Vous pouvez échanger un Regard ! Quels transpercements dans vos deux Cœurs ! Les soldats s’en aperçoivent. Par des bousculades, ils empêchent que la Maman et le Fils communiquent leur dernier adieu.",5b51e4c967e4cc071b5f58302b9caf99efa74447a7ffafd2c4ad6128b4ed2c7b,"Si elle vit, c’est un pur miracle de ton Omnipotence. Tu fais des pas pour la rencontrer, mais c’est à grand peine que Vous pouvez échanger un Regard ! Quels transpercements dans vos deux Cœurs ! Les soldats s’en aperçoivent. Par des bousculades, ils empêchent que la Maman et le Fils communiquent leur dernier adieu.",7ed067b45b73bb33d70138a6fb2755347fbeb2fdcdb256cc6e6f6b3497548d25,"[{""op"": ""replace"", ""old_start"": 90, ""old_end"": 91, ""old_text"": ""M"", ""new_text"": ""m""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.18.P063,LOCAL_24H,PASSION24.HOUR.18.P063,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Elle entre en Toi, elle fait sien le Vouloir de l’Éternel, elle s’associe à toutes tes Peines, et elle Te fait office de Maman, elle Te donne des Baisers, Te refait, Te soulage, et elle verse en toutes tes Plaies le baume de son Amour endolori !",ae5a7f5de98eec608ad15342643772f20c5f59cb08c0f2958a42844086e2b858,"elle entre en Toi, elle fait sien le Vouloir de l’Éternel, elle s’associe à toutes tes Peines, et elle Te fait office de Maman, elle Te donne des Baisers, Te refait, Te soulage, et elle verse en toutes tes Plaies le baume de son Amour endolori !",41bdee4e27e6243183ab18731905737f925b4a4a3ae03bb7025d001fe3dfda1c,"[{""op"": ""replace"", ""old_start"": 0, ""old_end"": 1, ""old_text"": ""E"", ""new_text"": ""e""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.18.P079,LOCAL_24H,PASSION24.HOUR.18.P079,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Mon Jésus, c’est à grand peine que, tout courbé, Tu avances. Mais je vois que Tu T’arrêtes et cherches du Regard. Mon Cœur, qu’est-ce c’est ? Que veux-Tu ?",8d897b660a4a7a1d1205b206e41d8594cf6a0921a8a9fb467dc55705f7a837b8,"Mon Jésus, c’est à grand peine que, tout courbé, Tu avances. Mais je vois que Tu T’arrêtes et cherches du Regard. Mon Cœur, qu’est-ce que c’est ? Que veux-Tu ?",167f61ec857217914c5ad4fbdf6d32e61ab0f55a382847b4e8b1802d398b77fb,"[{""op"": ""insert"", ""old_start"": 134, ""old_end"": 134, ""old_text"": """", ""new_text"": ""que ""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.18.P110,LOCAL_24H,PASSION24.HOUR.18.P110,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Et tandis qu’ils T’arrachent tes vêtements, ils arrachent aussi les Chairs lacérées qui y sont collées. Tes Plaies se déchirent, et c’est à ruisseaux que ton Sang coule. Elle est si grande ta Souffrance que, presque mort, Tu T’écroules. Mais personne n’a pitié de Toi, ô mon Bien ! Au contraire, dans une fureur bestiale, ils Te remettent la couronne d’épines en la frappant fortement. À cause de toutes tes lacérations et du coup sec qu’ils donnent à tes Cheveux amassés dans le Sang coagulé, ta torture est extrême. Seuls les anges pourraient dire ce que Tu souffres, tandis que, horrifiés, ils détournent leurs regards et pleurent. Mon Jésus dépouillé, permets-moi de Te serrer sur mon cœur pour Te réchauffer, car je vois que Tu trembles et qu’une Sueur glacée de mort envahit ton Humanité.",9f8ceac7ea0f66a06c16eaff9165deb177944bd114271b14b1c2892865a8b853,"Et tandis qu’ils T’arrachent tes vêtements, ils arrachent aussi les Chairs lacérées qui y sont collées. Tes Plaies se déchirent, et c’est à ruisseaux que ton Sang coule. Elle est si grande, ta Souffrance, que, presque mort, Tu T’écroules. Mais personne n’a pitié de Toi, ô mon Bien ! Au contraire, dans une fureur bestiale, ils Te remettent la couronne d’épines en la frappant fortement. À cause de toutes tes lacérations et du coup sec qu’ils donnent à tes Cheveux amassés dans le Sang coagulé, ta torture est extrême. Seuls les anges pourraient dire ce que Tu souffres, tandis que, horrifiés, ils détournent leurs regards et pleurent. Mon Jésus dépouillé, permets-moi de Te serrer sur mon cœur pour Te réchauffer, car je vois que Tu trembles et qu’une Sueur glacée de mort envahit ton Humanité.",43976bfffd4141fc373f4ceae8867880e196215b2b3bbecf4618934cfa263a75,"[{""op"": ""insert"", ""old_start"": 188, ""old_end"": 188, ""old_text"": """", ""new_text"": "",""}, {""op"": ""insert"", ""old_start"": 202, ""old_end"": 202, ""old_text"": """", ""new_text"": "",""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.19.P018,LOCAL_24H,PASSION24.HOUR.19.P018,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Et par toi Je donnerai de copieux Héritages, Victoires, Triomphes et Couronnes à mes enfants. » Mais, qui peut dire tout ce que mon doux Jésus a dit sur la Croix ? Et tandis que Jésus parle ainsi, ses bourreaux Lui ordonnent de S’étendre sur la Croix. Il leur obéit promptement, réparant ainsi nos désobéissances.",52eb8baa16a1bc6b09855b603038e76a0c8f5e64939e8e0427cb0944cc5ee541,"Et par toi Je donnerai de copieux Héritages, Victoires, Triomphes et Couronnes à mes enfants. » Mais qui peut dire tout ce que mon doux Jésus a dit sur la Croix ? Et tandis que Jésus parle ainsi, ses bourreaux Lui ordonnent de S’étendre sur la Croix. Il leur obéit promptement, réparant ainsi nos désobéissances.",cb7959eb51880b779db151b9aafd266e075be1df29094c433c12ad66bb2071ab,"[{""op"": ""delete"", ""old_start"": 100, ""old_end"": 101, ""old_text"": "","", ""new_text"": """"}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.19.P032,LOCAL_24H,PASSION24.HOUR.19.P032,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,Elle est si grande ta Douleur que Tu en trembles.,ebe7e11be15130f56a934863911fd9b7f572f01ed4df961dbfa168e2d7af3479,"Elle est si grande, ta Douleur, que Tu en trembles.",fd16fdd79dc57e4202536205971927ee479d0e59387ce445f34e38635e4c7877,"[{""op"": ""insert"", ""old_start"": 18, ""old_end"": 18, ""old_text"": """", ""new_text"": "",""}, {""op"": ""insert"", ""old_start"": 29, ""old_end"": 29, ""old_text"": """", ""new_text"": "",""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.19.P088,LOCAL_24H,PASSION24.HOUR.19.P088,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Et de leur intelligence, qui était censée s’occuper de Le comprendre, ils font un réceptacle où se nichent tous leurs défauts. Et Toi, ô mon Jésus, pour L’apaiser, Tu attires l’attention du divin Père pour qu’Il regarde ta Tête très sainte, percée d’épines dans des douleurs atroces.",2038f82cbd15a08ff6b71c28d8f60db996f11881ab24bbafe2716f44ea272530,"Et de leur intelligence, qui était censée s’occuper de Le comprendre, elles font un réceptacle où se nichent tous leurs défauts. Et Toi, ô mon Jésus, pour L’apaiser, Tu attires l’attention du divin Père pour qu’Il regarde ta Tête très sainte, percée d’épines dans des douleurs atroces.",0c8aa51286ade9a19c7d50ea970601028ea1d73202cd2464942d4570eaef8793,"[{""op"": ""replace"", ""old_start"": 70, ""old_end"": 71, ""old_text"": ""i"", ""new_text"": ""e""}, {""op"": ""insert"", ""old_start"": 72, ""old_end"": 72, ""old_text"": """", ""new_text"": ""le""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.19.P118,LOCAL_24H,PASSION24.HOUR.19.P118,B_SOURCE_SUPPORTED_SAFE,REPLACE_TEXT_SPAN,"Mon Jésus, adorable crucifié, la créature irrite toujours la Justice divine de sa langue résonne l’écho d’horribles blasphèmes, de voix d’imprécations et de malédictions, de discours diaboliques, de manières de la meilleure façon de tuer et de faire un carnage.",86541f3cc53d4ae59e3c890b7e5910eb9f5a78681af8298f70cfbe260d67e7d1,"Mon Jésus, adorable crucifié, la créature irrite toujours la Justice divine, et de sa langue résonne l’écho d’horribles blasphèmes, de voix d’imprécations et de malédictions, de discours diaboliques, d’ententes sur la meilleure façon de tuer et de faire des carnages.",47138e2b6f7d446918c7c355d1391ed981c52ff2b0baded5fd83534aa6e5f043,"[{""op"": ""insert"", ""old_start"": 75, ""old_end"": 75, ""old_text"": """", ""new_text"": "", et""}, {""op"": ""insert"", ""old_start"": 197, ""old_end"": 197, ""old_text"": """", ""new_text"": ""’""}, {""op"": ""delete"", ""old_start"": 198, ""old_end"": 201, ""old_text"": "" ma"", ""new_text"": """"}, {""op"": ""replace"", ""old_start"": 202, ""old_end"": 205, ""old_text"": ""ièr"", ""new_text"": ""tent""}, {""op"": ""replace"", ""old_start"": 208, ""old_end"": 210, ""old_text"": ""de"", ""new_text"": ""sur""}, {""op"": ""replace"", ""old_start"": 250, ""old_end"": 252, ""old_text"": ""un"", ""new_text"": ""des""}, {""op"": ""insert"", ""old_start"": 260, ""old_end"": 260, ""old_text"": """", ""new_text"": ""s""}]",ITALIAN_24H_PRIMARY_PLUS_FRENCH_WITNESS__2026-09-06,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN__LOCAL_HOLD_RESOLVED,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Malformed French repaired against primary Italian plus French witness; local hold formally resolved; no known competing recension evidence at this locus.
INTERIM-LOCAL-PASSION24.HOUR.19.P154,LOCAL_24H,PASSION24.HOUR.19.P154,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Délirant d’Amour et de Souffrances, Elle demande aide et pitié ! Jésus crucifié, est-il possible que Toi qui gouvernes tout et donnes Vie à tous, Tu demandes de l’aide ?",b42308ea98c8584a82d64975e5be631f183c598d08cb5013dadaba1be448b97e,"Délirant d’Amour et de Souffrances, elle demande aide et pitié ! Jésus crucifié, est-il possible que Toi qui gouvernes tout et donnes Vie à tous, Tu demandes de l’aide ?",6c820469d7a085d5761c5dab78aef6d22dda8b87be8349c64e79882f875aac6a,"[{""op"": ""replace"", ""old_start"": 36, ""old_end"": 37, ""old_text"": ""E"", ""new_text"": ""e""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.19.P168,LOCAL_24H,PASSION24.HOUR.19.P168,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Mon Père, ne les rejetez pas. Elles seront mes défenderesses qui continueront ma Vie sur la terre. » Père très aimant, considérez que, mon Humanité a maintenant atteint le sommet de ses Souffrances, et mon Cœur se déchire aussi par l’Amertume, les Douleurs intimes et les Douleurs inouïes que J’ai subies pendant trente-quatre ans, commençant à l’instant de mon Incarnation.",615f291ba83bb87571d0f1c57542ea41515657108a607040c43d22980ff57cf9,"Mon Père, ne les rejetez pas. Elles seront mes défenderesses qui continueront ma Vie sur la terre. » Père très aimant, considérez que mon Humanité a maintenant atteint le sommet de ses Souffrances, et mon Cœur se déchire aussi par l’Amertume, les Douleurs intimes et les Douleurs inouïes que J’ai subies pendant trente-quatre ans, commençant à l’instant de mon Incarnation.",c1eebeda8143f68819ee0263e6bbe8d7b593709298d33380ef28126185b6ef97,"[{""op"": ""delete"", ""old_start"": 133, ""old_end"": 134, ""old_text"": "","", ""new_text"": """"}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.19.P169,LOCAL_24H,PASSION24.HOUR.19.P169,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Tu connais l’intensité de cette Amertume intérieure, qui M’aurait fait mourir à chaque instant par l’atrocité des spasmes, Si notre Toute-Puissance ne M’avait pas soutenu, pour prolonger mes Souffrances jusqu’à cette Agonie extrême.",be05c6c0ba363d681d5824bfacc1be5e9a8ded79cf2dc08280d66fd748171fe5,"Tu connais l’intensité de cette Amertume intérieure, qui M’aurait fait mourir à chaque instant par l’atrocité des spasmes, si notre Toute-Puissance ne M’avait pas soutenu, pour prolonger mes Souffrances jusqu’à cette Agonie extrême.",6e0ed2c9a53fda1ba26d021a346eaa9eb5fb8704cdfe29a99fa401ee5cdbc6dd,"[{""op"": ""replace"", ""old_start"": 123, ""old_end"": 124, ""old_text"": ""S"", ""new_text"": ""s""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.21.P023,LOCAL_24H,PASSION24.HOUR.21.P023,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Il Te fait dire : « Tu vois, ô âme, combien Je t’ai aimée. Si tu ne veux pas avoir pitié de toi-même, aie au moins pitié de mon Amour ! » Leur ayant tout donné, Tu n’as plus rien à donner aux créatures. Tu tournes ton Regard suppliant vers ta Maman. Elle comme Toi, se sent crucifiée à cause de tes Souffrances et de l’Amour qui la torture.",cfd323fd3ba0dee71cfaeced5d39d7b952e8eab8bb9a70e77dfa1eb80f1c27a5,"Il Te fait dire : « Tu vois, ô âme, combien Je t’ai aimée. Si tu ne veux pas avoir pitié de toi-même, aie au moins pitié de mon Amour ! » Leur ayant tout donné, Tu n’as plus rien à donner aux créatures. Tu tournes ton Regard suppliant vers ta Maman. Elle, comme Toi, se sent crucifiée à cause de tes Souffrances et de l’Amour qui la torture.",d5fc79f8f4479d4d43e1a5ade2be691a40b78ba5b604779734b1574a6b89c107,"[{""op"": ""insert"", ""old_start"": 254, ""old_end"": 254, ""old_text"": """", ""new_text"": "",""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.21.P060,LOCAL_24H,PASSION24.HOUR.21.P060,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"À ce cri, tous tremblent les ténèbres deviennent plus épaisses, ta Maman pétrifiée pâlit et se sent très mal !",e3106e4b068f2fb70980e3a1ddd9bed96a0940fef844456695f9ca0a47762ec8,"À ce cri, tous tremblent, les ténèbres deviennent plus épaisses, ta Maman pétrifiée pâlit et se sent très mal !",19be8667337f354099355427a0c2e190d6a59d75b32a641350b4032224079052,"[{""op"": ""insert"", ""old_start"": 24, ""old_end"": 24, ""old_text"": """", ""new_text"": "",""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.21.P080,LOCAL_24H,PASSION24.HOUR.21.P080,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,– je fais mienne la Tendresse divine pour Te donner un plus grand soulagement et avec elle que je veux compatir avec Toi.,6d16328711b61b699be31d90c0c594d41088392d2c121a9f6fad219700a88b50,"– je fais mienne la Tendresse divine pour Te donner un plus grand soulagement, et c’est avec elle que je veux compatir avec Toi.",99bebfaa9b736db5ea508a51147f24bac4290c9386f710115033386483fcf23d,"[{""op"": ""insert"", ""old_start"": 77, ""old_end"": 77, ""old_text"": """", ""new_text"": "",""}, {""op"": ""insert"", ""old_start"": 79, ""old_end"": 79, ""old_text"": """", ""new_text"": ""t c’es""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.22.P020,LOCAL_24H,PASSION24.HOUR.22.P020,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Il n’y a plus d’espoir que Tu puisses Te ranimer. Au Feu qui Te brûle, s’ajoute une Sueur froide qui Te baigne le Front. Tes Muscles et tes Nerfs se contractent de plus en plus à cause de l’âpreté de tes Douleurs et des Blessures des clous. Tes Plaies se déchirent encore.",3997280556755efacd6a5b274f310541fd25808e33561465f389926ae553651a,"il n’y a plus d’espoir que Tu puisses Te ranimer. Au Feu qui Te brûle, s’ajoute une Sueur froide qui Te baigne le Front. Tes Muscles et tes Nerfs se contractent de plus en plus à cause de l’âpreté de tes Douleurs et des Blessures des clous. Tes Plaies se déchirent encore.",492a27f49be3967712b0ea3fda82d244f4f7313c2c17d1bd97b65edc691ca252,"[{""op"": ""replace"", ""old_start"": 0, ""old_end"": 1, ""old_text"": ""I"", ""new_text"": ""i""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.22.P021,LOCAL_24H,PASSION24.HOUR.22.P021,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Et moi, je tremble et me sens mourir. Je Te regarde, ô mon Bien. Je vois descendre de tes Yeux tes dernières Larmes, signes avant-coureurs de ta Mort. A grand-peine Tu fais entendre encore une Parole :",12fe421f8665152e42b31a7fffc4543c7026df0816b1033513c8ded846d302a0,"Et moi, je tremble et me sens mourir. Je Te regarde, ô mon Bien. Je vois descendre de tes Yeux tes dernières Larmes, signes avant-coureurs de ta Mort. À grand-peine Tu fais entendre encore une Parole :",3e1243a2dbd994a4f2b0ee8f635ac051ce61cf68fa8bc7a095a8825a25416ed7,"[{""op"": ""replace"", ""old_start"": 151, ""old_end"": 152, ""old_text"": ""A"", ""new_text"": ""À""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.22.P022,LOCAL_24H,PASSION24.HOUR.22.P022,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"« Tout est consommé ! » Ô mon Jésus, Tu as déjà tout épuisé. Il ne Te reste rien d’autre. L’Amour est parvenu à son terme. Et moi, me suis-je consumée tout entière par amour ? Quels remerciements ne devrais-je pas Te faire. Quelle ne devrait pas être ma gratitude envers Toi ?",4c0b8a36dcc295d5e9d25509a74b5f28a74540d4701d710fe7a2b7ddedf54ada,"« Tout est consommé ! » Ô mon Jésus, Tu as déjà tout épuisé. Il ne Te reste rien d’autre. L’Amour est parvenu à son terme. Et moi, me suis-je consumée tout entière par amour ? Quels remerciements ne devrais-je pas Te faire ! Quelle ne devrait pas être ma gratitude envers Toi !",4095f14c0b60faec030aeb7474c5ccc7564d2d4f4b3ad89c9cf7619eab028227,"[{""op"": ""replace"", ""old_start"": 222, ""old_end"": 223, ""old_text"": ""."", ""new_text"": "" !""}, {""op"": ""replace"", ""old_start"": 275, ""old_end"": 276, ""old_text"": ""?"", ""new_text"": ""!""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.22.P048,LOCAL_24H,PASSION24.HOUR.22.P048,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"« Jésus et Marie, je Vous recommande mon âme ! ». Jésus, je donne un baiser à tes beaux Yeux encore baignés de Larmes et tout couverts de Sang coagulé.",484417c53ef72956ca9b8a0042688ae3326521af820794e81815f27cd4b38d94,"« Jésus et Marie, je Vous recommande mon âme ! » Jésus, je donne un baiser à tes beaux Yeux encore baignés de Larmes et tout couverts de Sang coagulé.",b78bf2c564ef3457fa65a57cdb78728348f931ab3f52b8c48ac83f1f2681f225,"[{""op"": ""delete"", ""old_start"": 48, ""old_end"": 49, ""old_text"": ""."", ""new_text"": """"}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.22.P050,LOCAL_24H,PASSION24.HOUR.22.P050,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Je Te promets que chaque fois que mes yeux seront portés à s’arrêter aux choses de la terre, je crierai immédiatement : « Jésus et Marie, je Vous recommande mon âme ! ». Jésus, je donne un baiser à tes Oreilles infiniment sacrées, accablées par tant d’insultes et d’horribles blasphèmes. Je Te demande pardon pour toutes les fois que j’ai écouté ou j’ai fait écouter des paroles qui éloignent de Toi.",a59bfcf700206708302309e287541bb68babc465adcae5b0f31c7afc12e7efe5,"Je Te promets que chaque fois que mes yeux seront portés à s’arrêter aux choses de la terre, je crierai immédiatement : « Jésus et Marie, je Vous recommande mon âme ! » Jésus, je donne un baiser à tes Oreilles infiniment sacrées, accablées par tant d’insultes et d’horribles blasphèmes. Je Te demande pardon pour toutes les fois que j’ai écouté ou j’ai fait écouter des paroles qui éloignent de Toi.",3133b21d104b3289d7e44e284408d005895bb0b267e0bda8471fa914c675acab,"[{""op"": ""delete"", ""old_start"": 168, ""old_end"": 169, ""old_text"": ""."", ""new_text"": """"}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
