candidate_id,r5_record_id,hour,layer,current_text,italian_r3_source,italian_r3_anchor,classification,operation,proposed_french,decision_basis,corroborating_controls,confidence,h23_h24_recension_boundary_flag,second_review,notes,aflp27_status,aflp27_evidence,aflp27_source,r4_operation,r4_proposed_french,final_status,final_operation,final_proposed_french,r4_to_final_change,adversarial_rationale,preservation_requirement
C0027,PASSION24.HOUR.10.REF.P005,10,REFLECTION,"Savons-nous toujours éviter de parler en mal du prochain ? Savons-nous l’excuser si nous entendons d’autres gens qui en disent du mal ? Jésus veille sur notre Cœur. Et nous, savons-nous nous surveiller en toutes choses, afin que nos regards, nos paroles, nos affections, nos émotions, nos pensées et nos désirs, soient autant de sentinelles autour de Jésus pour veiller sur son Cœur et tout réparer ? Et, pour pouvoir le faire, demandons-nous à Jésus de veiller sur chacun de nos actes et de nous aider Lui-même à veiller sur notre cœur ? Chaque acte que nous faisons en Dieu est une Vie divine que nous prenons en nous. Or, comme nous sommes très limités et que Dieu est immense, nous ne pouvons renfermer Dieu dans un seul de nos actes. Multiplions-les donc autant que possible, afin d’élargir au moins notre capacité de comprendre et d’aimer.",H10_REFLECTION,vigiliamo il cuore di Gesù,OMISSION_AND_MISTRANSLATION,REPLACE_RECORD,"Savons-nous toujours éviter de parler en mal du prochain ? Savons-nous l’excuser si nous entendons d’autres gens qui en disent du mal ? Jésus veille sur notre Cœur. Et nous, veillons-nous sur le Cœur de Jésus, afin qu’Il ne reçoive aucune offense qui ne soit réparée par nous ? Veillons-nous sur nous-mêmes en toutes choses, afin que nos pensées, nos regards, nos paroles, nos affections, nos battements de cœur et nos désirs soient autant de sentinelles autour de Jésus, pour veiller sur son Cœur et réparer toutes les offenses qu’Il reçoit ? Et, pour pouvoir le faire, demandons-nous à Jésus de veiller sur chacun de nos actes et de nous aider Lui-même à veiller sur notre cœur ? Chaque acte que nous faisons en Dieu est une Vie divine que nous prenons en nous. Or, comme nous sommes très limités et que Dieu est immense, nous ne pouvons renfermer Dieu dans un seul de nos actes. Multiplions-les donc autant que possible, afin d’élargir au moins notre capacité de comprendre et d’aimer.",Restores omitted explicit vigilance-over-Jesus question and palpito = heartbeat.,AFLP-27 H10 reflection explicitly preserves « veille sur le Cœur de Jésus ... aucune offense ... faire réparation ».,HIGH,NO,PASS,,CORROBORATES,AFLP-27 H10 explicitly asks whether we watch over Jesus’s Heart so that He receives no offense for which we are not ready to make reparation; it also preserves the surrounding sentinel list.,AFLP 27e édition verified transcription (H06–H18/H23),REPLACE_RECORD,"Savons-nous toujours éviter de parler en mal du prochain ? Savons-nous l’excuser si nous entendons d’autres gens qui en disent du mal ? Jésus veille sur notre Cœur. Et nous, veillons-nous sur le Cœur de Jésus, afin qu’Il ne reçoive aucune offense qui ne soit réparée par nous ? Veillons-nous sur nous-mêmes en toutes choses, afin que nos pensées, nos regards, nos paroles, nos affections, nos battements de cœur et nos désirs soient autant de sentinelles autour de Jésus, pour veiller sur son Cœur et réparer toutes les offenses qu’Il reçoit ? Et, pour pouvoir le faire, demandons-nous à Jésus de veiller sur chacun de nos actes et de nous aider Lui-même à veiller sur notre cœur ? Chaque acte que nous faisons en Dieu est une Vie divine que nous prenons en nous. Or, comme nous sommes très limités et que Dieu est immense, nous ne pouvons renfermer Dieu dans un seul de nos actes. Multiplions-les donc autant que possible, afin d’élargir au moins notre capacité de comprendre et d’aimer.",ACCEPT_FOR_AUTHORIZATION,REPLACE_RECORD,"Savons-nous toujours éviter de parler en mal du prochain ? Savons-nous l’excuser si nous entendons d’autres gens qui en disent du mal ? Jésus veille sur notre Cœur. Et nous, veillons-nous sur le Cœur de Jésus, afin qu’Il ne reçoive aucune offense qui ne soit réparée par nous ? Veillons-nous sur nous-mêmes en toutes choses, afin que nos pensées, nos regards, nos paroles, nos affections, nos battements de cœur et nos désirs soient autant de sentinelles autour de Jésus, pour veiller sur son Cœur et réparer toutes les offenses qu’Il reçoit ? Et, pour pouvoir le faire, demandons-nous à Jésus de veiller sur chacun de nos actes et de nous aider Lui-même à veiller sur notre cœur ? Chaque acte que nous faisons en Dieu est une Vie divine que nous prenons en nous. Or, comme nous sommes très limités et que Dieu est immense, nous ne pouvons renfermer Dieu dans un seul de nos actes. Multiplions-les donc autant que possible, afin d’élargir au moins notre capacité de comprendre et d’aimer.",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,NONE_BEYOND_NORMAL_AUDIT_EVIDENCE
C0028,PASSION24.HOUR.11.REF.P003,11,REFLECTION,"Nos lèvres disent-elles toujours la vérité ? Sommes-nous ennemis de toute ruse ou de tout mensonge ? Supportons-nous avec patience les dérisions et les confusions provenant des créatures ? Sommes-nous prêts à donner notre vie pour le salut de ces créatures ? Mon doux Jésus, comme je suis différente de Toi ! De grâce, fais en sorte que mes lèvres disent toujours la vérité de manière à atteindre le cœur de ceux qui m’écoutent pour les conduire à Toi !",H11_REFLECTION,ferire il cuore di chi mi ascolta,MISTRANSLATION,REPLACE_RECORD,"Nos lèvres disent-elles toujours la vérité ? Sommes-nous ennemis de toute ruse ou de tout mensonge ? Supportons-nous avec patience les dérisions et les confusions provenant des créatures ? Sommes-nous prêts à donner notre vie pour le salut de ces créatures ? Mon doux Jésus, comme je suis différente de Toi ! De grâce, fais en sorte que mes lèvres disent toujours la vérité de manière à blesser le cœur de ceux qui m’écoutent pour les conduire à Toi !","ferire = wound/pierce, deliberately stronger than atteindre.",AFLP-27 H11: « blesser le cœur de ceux qui m’entendent ».,HIGH,NO,PASS,,CORROBORATES,"AFLP-27 H11 ends with « afin de blesser le cœur de ceux qui m’entendent », directly supporting Italian ferire rather than R5 « atteindre ».",AFLP 27e édition verified transcription (H06–H18/H23),REPLACE_RECORD,"Nos lèvres disent-elles toujours la vérité ? Sommes-nous ennemis de toute ruse ou de tout mensonge ? Supportons-nous avec patience les dérisions et les confusions provenant des créatures ? Sommes-nous prêts à donner notre vie pour le salut de ces créatures ? Mon doux Jésus, comme je suis différente de Toi ! De grâce, fais en sorte que mes lèvres disent toujours la vérité de manière à blesser le cœur de ceux qui m’écoutent pour les conduire à Toi !",ACCEPT_FOR_AUTHORIZATION,REPLACE_RECORD,"Nos lèvres disent-elles toujours la vérité ? Sommes-nous ennemis de toute ruse ou de tout mensonge ? Supportons-nous avec patience les dérisions et les confusions provenant des créatures ? Sommes-nous prêts à donner notre vie pour le salut de ces créatures ? Mon doux Jésus, comme je suis différente de Toi ! De grâce, fais en sorte que mes lèvres disent toujours la vérité de manière à blesser le cœur de ceux qui m’écoutent pour les conduire à Toi !",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,NONE_BEYOND_NORMAL_AUDIT_EVIDENCE
C0029,PASSION24.HOUR.13.REF.P002,13,REFLECTION,Jésus est en prison. Avons-nous la force et la promptitude de nous emprisonner avec Lui par amour pour Lui ?,H13_REFLECTION,imprigionarci in Gesù,MISTRANSLATION,REPLACE_RECORD,Jésus est en prison. Avons-nous la force et la promptitude de nous emprisonner en Jésus par amour pour Lui ?,"Direction is imprisonment in Jesus, not merely with Him.",AFLP-27 H13: « m’emprisonner en Jésus ».,HIGH,NO,PASS,,CORROBORATES,"AFLP-27 H13 contains the exact later question « la force et la volonté de m’emprisonner en Jésus par amour pour lui », supporting Italian imprigionarci in Gesù.",AFLP 27e édition verified transcription (H06–H18/H23),REPLACE_RECORD,Jésus est en prison. Avons-nous la force et la promptitude de nous emprisonner en Jésus par amour pour Lui ?,ACCEPT_FOR_AUTHORIZATION,REPLACE_RECORD,Jésus est en prison. Avons-nous la force et la promptitude de nous emprisonner en Jésus par amour pour Lui ?,UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,NONE_BEYOND_NORMAL_AUDIT_EVIDENCE
C0030,PASSION24.HOUR.14.REF.P002,14,REFLECTION,"Et nous, quand nous sortons, nous laissons-nous conduire par Jésus ? Sommes-nous des témoins de la Vérité ? Notre comportement est-il un exemple pour les autres ? Nos pas sont-ils comme des aimants qui appellent les âmes autour de Jésus ? Toute la Vie de Jésus est un Appel continuel des âmes. Si nous nous conformons à sa Volonté — si nos pieds, en marchant, appellent les âmes, si nos battements de cœur font écho aux Battements divins, s’harmonisent avec eux et demandent des âmes, et ainsi de tout le reste —, nous formerons en nous la propre Humanité de Jésus. Chaque appel supplémentaire que nous adressons aux âmes sera alors une Empreinte de plus que nous recevrons de Jésus. Notre vie demeure-t-elle toujours la même, ou la changeons-nous en pire selon les rencontres qui se présentent ?",H14_REFLECTION,Il nostro contegno è di esempio agli altri,UNSUPPORTED_ADDITION,REPLACE_RECORD,"Et nous, quand nous sortons, nous laissons-nous conduire par Jésus ? Notre comportement est-il un exemple pour les autres ? Nos pas sont-ils comme des aimants qui appellent les âmes autour de Jésus ? Toute la Vie de Jésus est un Appel continuel des âmes. Si nous nous conformons à sa Volonté — si nos pieds, en marchant, appellent les âmes, si nos battements de cœur font écho aux Battements divins, s’harmonisent avec eux et demandent des âmes, et ainsi de tout le reste —, nous formerons en nous la propre Humanité de Jésus. Chaque appel supplémentaire que nous adressons aux âmes sera alors une Empreinte de plus que nous recevrons de Jésus. Notre vie demeure-t-elle toujours la même, ou la changeons-nous en pire selon les rencontres qui se présentent ?",This separate question has no counterpart in stable Italian reflection.,AFLP-27 H14 omits the added witness-of-Truth question.,HIGH,NO,PASS,,CORROBORATES,AFLP-27 H14 passes directly from being guided by Jesus to whether conduct is an example; it does not contain R5’s added « Sommes-nous des témoins de la Vérité ? ».,AFLP 27e édition verified transcription (H06–H18/H23),REPLACE_RECORD,"Et nous, quand nous sortons, nous laissons-nous conduire par Jésus ? Notre comportement est-il un exemple pour les autres ? Nos pas sont-ils comme des aimants qui appellent les âmes autour de Jésus ? Toute la Vie de Jésus est un Appel continuel des âmes. Si nous nous conformons à sa Volonté — si nos pieds, en marchant, appellent les âmes, si nos battements de cœur font écho aux Battements divins, s’harmonisent avec eux et demandent des âmes, et ainsi de tout le reste —, nous formerons en nous la propre Humanité de Jésus. Chaque appel supplémentaire que nous adressons aux âmes sera alors une Empreinte de plus que nous recevrons de Jésus. Notre vie demeure-t-elle toujours la même, ou la changeons-nous en pire selon les rencontres qui se présentent ?",ACCEPT_FOR_AUTHORIZATION,REPLACE_RECORD,"Et nous, quand nous sortons, nous laissons-nous conduire par Jésus ? Notre comportement est-il un exemple pour les autres ? Nos pas sont-ils comme des aimants qui appellent les âmes autour de Jésus ? Toute la Vie de Jésus est un Appel continuel des âmes. Si nous nous conformons à sa Volonté — si nos pieds, en marchant, appellent les âmes, si nos battements de cœur font écho aux Battements divins, s’harmonisent avec eux et demandent des âmes, et ainsi de tout le reste —, nous formerons en nous la propre Humanité de Jésus. Chaque appel supplémentaire que nous adressons aux âmes sera alors une Empreinte de plus que nous recevrons de Jésus. Notre vie demeure-t-elle toujours la même, ou la changeons-nous en pire selon les rencontres qui se présentent ?",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,NONE_BEYOND_NORMAL_AUDIT_EVIDENCE
C0031,PASSION24.HOUR.15.P005,15,MEDITATION,"« Mon Règne n’est pas de ce monde. Si mon Règne était de ce monde, mes ministres feraient tous leurs efforts pour que Je ne sois pas remis au pouvoir des Juifs. » Pilate est surpris et touché par la suavité et la dignité de tes Paroles, et il Te dit : « Comment, Tu es roi ? »",H15_MEDITATION,migliaia di legioni di angeli mi difenderebbero,MISTRANSLATION_OR_LATER_BIBLICAL_NORMALIZATION,REPLACE_RECORD,"« Mon Règne n’est pas de ce monde ; autrement, des milliers de légions d’anges Me défendraient. » Pilate est surpris et touché par la suavité et la dignité de tes Paroles, et il Te dit : « Comment, Tu es roi ? »",R3 explicitly has thousands of legions of angels; R5 substitutes a different Gospel-style formulation.,AFLP-27 H15: « des légions d’anges viendraient me défendre ».,HIGH_ITALIAN_R3; AFLP27_PARTIAL,NO,PASS,,PARTIAL_CORROBORATION,"AFLP-27 H15 reads « s’il l’était, des légions d’anges viendraient me défendre », corroborating the angel-defense textual state against R5’s Johannine « mes ministres... », though AFLP omits Italian migliaia.",AFLP 27e édition verified transcription (H06–H18/H23),REPLACE_RECORD,"« Mon Règne n’est pas de ce monde ; autrement, des milliers de légions d’anges Me défendraient. » Pilate est surpris et touché par la suavité et la dignité de tes Paroles, et il Te dit : « Comment, Tu es roi ? »",ACCEPT_FOR_AUTHORIZATION,REPLACE_RECORD,"« Mon Règne n’est pas de ce monde ; autrement, des milliers de légions d’anges Me défendraient. » Pilate est surpris et touché par la suavité et la dignité de tes Paroles, et il Te dit : « Comment, Tu es roi ? »",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,NONE_BEYOND_NORMAL_AUDIT_EVIDENCE
C0032,PASSION24.HOUR.15.P023,15,MEDITATION,"Je donne un baiser à tes Yeux étincelants de Lumière. Que cette Lumière m’entoure et pénètre mes pensées, regards, mes paroles et mon cœur.",H15_MEDITATION,,EDITORIAL_DEVOTIONAL_EXPANSION,MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,Detailed body-part kiss/prayer expansion absent from Italian R3 H15 and independent English Hour line.,AFLP-27 H15 preserves the devotional expansion.,HIGH_CORE_BOUNDARY; AFLP27_CONFLICTING_SECONDARY_TRADITION,NO,PASS,Preserve unchanged as AFLP editorial/devotional witness if supplementary material is retained; remove only from canonical meditation layer.,AFLP27_PRESERVES_NONCORE_EXPANSION,"AFLP-27 H15 preserves this body-part/kiss devotional expansion, while frozen Italian R3 and the independent English control do not contain it. AFLP therefore documents a later/secondary French devotional layer, not Italian core authority.",AFLP 27e édition verified transcription (H06–H18/H23),MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,PRESERVE_MOVE,MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,MANDATORY_PRESERVE_OUTSIDE_CANONICAL_LAYER
C0033,PASSION24.HOUR.15.P024,15,MEDITATION,"Je donne un baiser à tes Oreilles infiniment saintes. Sanctifie mes oreilles. Je donne un baiser à ton doux et saint Visage. Fais-moi m’éprendre de ta Beauté, moi et toutes les créatures, pour Te dédommager de toutes les insultes et les moqueries que Tu reçois au palais d’Hérode.",H15_MEDITATION,,EDITORIAL_DEVOTIONAL_EXPANSION,MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,Detailed body-part kiss/prayer expansion absent from Italian R3 H15 and independent English Hour line.,AFLP-27 H15 preserves the devotional expansion.,HIGH_CORE_BOUNDARY; AFLP27_CONFLICTING_SECONDARY_TRADITION,NO,PASS,Preserve unchanged as AFLP editorial/devotional witness if supplementary material is retained; remove only from canonical meditation layer.,AFLP27_PRESERVES_NONCORE_EXPANSION,"AFLP-27 H15 preserves this body-part/kiss devotional expansion, while frozen Italian R3 and the independent English control do not contain it. AFLP therefore documents a later/secondary French devotional layer, not Italian core authority.",AFLP 27e édition verified transcription (H06–H18/H23),MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,PRESERVE_MOVE,MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,MANDATORY_PRESERVE_OUTSIDE_CANONICAL_LAYER
C0034,PASSION24.HOUR.15.P025,15,MEDITATION,"Je donne un baiser à ta sainte Bouche. Donne-moi la Grâce de ne jamais dire des paroles qui pourraient offenser ta divine Personne. Je veux réparer toutes les offenses que Te font les autres. J’étends tes Bras divins et je Te serre fort sur mon cœur. Je Te prie de bien vouloir imprimer ton Image dans mon intelligence, mon cœur, mes œuvres, dans tout.",H15_MEDITATION,,EDITORIAL_DEVOTIONAL_EXPANSION,MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,Detailed body-part kiss/prayer expansion absent from Italian R3 H15 and independent English Hour line.,AFLP-27 H15 preserves the devotional expansion.,HIGH_CORE_BOUNDARY; AFLP27_CONFLICTING_SECONDARY_TRADITION,NO,PASS,Preserve unchanged as AFLP editorial/devotional witness if supplementary material is retained; remove only from canonical meditation layer.,AFLP27_PRESERVES_NONCORE_EXPANSION,"AFLP-27 H15 preserves this body-part/kiss devotional expansion, while frozen Italian R3 and the independent English control do not contain it. AFLP therefore documents a later/secondary French devotional layer, not Italian core authority.",AFLP 27e édition verified transcription (H06–H18/H23),MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,PRESERVE_MOVE,MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,MANDATORY_PRESERVE_OUTSIDE_CANONICAL_LAYER
C0035,PASSION24.HOUR.15.P026,15,MEDITATION,Je donne un baiser à ta Main droite. Distribue tes Grâces efficaces pour la conversion des pécheurs. Donne à tous les fruits salutaires de tes Actes infiniment saints. Je donne un baiser à ta Main gauche. Imprime en moi tes Vertus et surtout ta Charité.,H15_MEDITATION,,EDITORIAL_DEVOTIONAL_EXPANSION,MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,Detailed body-part kiss/prayer expansion absent from Italian R3 H15 and independent English Hour line.,AFLP-27 H15 preserves the devotional expansion.,HIGH_CORE_BOUNDARY; AFLP27_CONFLICTING_SECONDARY_TRADITION,NO,PASS,Preserve unchanged as AFLP editorial/devotional witness if supplementary material is retained; remove only from canonical meditation layer.,AFLP27_PRESERVES_NONCORE_EXPANSION,"AFLP-27 H15 preserves this body-part/kiss devotional expansion, while frozen Italian R3 and the independent English control do not contain it. AFLP therefore documents a later/secondary French devotional layer, not Italian core authority.",AFLP 27e édition verified transcription (H06–H18/H23),MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,PRESERVE_MOVE,MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,MANDATORY_PRESERVE_OUTSIDE_CANONICAL_LAYER
C0036,PASSION24.HOUR.15.P027,15,MEDITATION,Je donne un baiser à ton Pied gauche. Donne-moi la connaissance de moi-même. Je donne un baiser à ton Pied droit. Donne-moi la Grâce d’obéir avec promptitude.,H15_MEDITATION,,EDITORIAL_DEVOTIONAL_EXPANSION,MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,Detailed body-part kiss/prayer expansion absent from Italian R3 H15 and independent English Hour line.,AFLP-27 H15 preserves the devotional expansion.,HIGH_CORE_BOUNDARY; AFLP27_CONFLICTING_SECONDARY_TRADITION,NO,PASS,Preserve unchanged as AFLP editorial/devotional witness if supplementary material is retained; remove only from canonical meditation layer.,AFLP27_PRESERVES_NONCORE_EXPANSION,"AFLP-27 H15 preserves this body-part/kiss devotional expansion, while frozen Italian R3 and the independent English control do not contain it. AFLP therefore documents a later/secondary French devotional layer, not Italian core authority.",AFLP 27e édition verified transcription (H06–H18/H23),MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,PRESERVE_MOVE,MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,MANDATORY_PRESERVE_OUTSIDE_CANONICAL_LAYER
C0037,PASSION24.HOUR.15.P028,15,MEDITATION,"Je donne un baiser à ton Cœur infiniment pur. Consume-moi dans les Flammes ardentes de ton Amour ! Mon doux Amour, je vois que ces sinistres individus ne Te donnent aucun répit et qu’Hérode Te renvoie à Pilate. Si ta première venue chez Pilate fut douloureuse, ta seconde l’est plus encore, car je vois que les Juifs sont plus enragés qu’avant, et que c’est à tout prix qu’ils ont résolu de Te faire mourir.",H15_MEDITATION,"Dolce mio amore, vedo che non ti danno pace",EDITORIAL_DEVOTIONAL_EXPANSION,TRIM_RECORD,"Mon doux Amour, je vois que ces sinistres individus ne Te donnent aucun répit et qu’Hérode Te renvoie à Pilate. Si ta première venue chez Pilate fut douloureuse, ta seconde l’est plus encore, car je vois que les Juifs sont plus enragés qu’avant, et que c’est à tout prix qu’ils ont résolu de Te faire mourir.",Heart-kiss sentence continues the non-core body-part expansion; following “Mon doux Amour...” resumes R3 core.,AFLP-27 H15 preserves the trimmed opening devotional span.,HIGH_CORE_BOUNDARY; AFLP27_CONFLICTING_SECONDARY_TRADITION,NO,PASS,Preserve the trimmed opening span outside canonical meditation as AFLP-27 devotional material.,AFLP27_PRESERVES_NONCORE_EXPANSION,"AFLP-27 H15 preserves the opening « j’embrasse ton très saint cœur — consume-moi... » before the genuine Italian transition « Mon doux Amour... ». Italian R3 begins directly with the latter. Trim remains justified for core, but the removed span should be preserved as AFLP devotional paratext.",AFLP 27e édition verified transcription (H06–H18/H23),TRIM_RECORD,"Mon doux Amour, je vois que ces sinistres individus ne Te donnent aucun répit et qu’Hérode Te renvoie à Pilate. Si ta première venue chez Pilate fut douloureuse, ta seconde l’est plus encore, car je vois que les Juifs sont plus enragés qu’avant, et que c’est à tout prix qu’ils ont résolu de Te faire mourir.",ACCEPT_FOR_AUTHORIZATION,TRIM_RECORD,"Mon doux Amour, je vois que ces sinistres individus ne Te donnent aucun répit et qu’Hérode Te renvoie à Pilate. Si ta première venue chez Pilate fut douloureuse, ta seconde l’est plus encore, car je vois que les Juifs sont plus enragés qu’avant, et que c’est à tout prix qu’ils ont résolu de Te faire mourir.",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,PRESERVE_REMOVED_SPAN_IN_EVIDENCE/APPARATUS; DO_NOT TREAT AS CORRUPTION
C0038,PASSION24.HOUR.15.REF.P002,15,REFLECTION,"Et nous, cherchons-nous à vaincre notre mauvaise humeur si quelqu’un ne nous témoigne pas d’amitié ?",H15_REFLECTION,ci sentiamo uguali con tutti,OMISSION,REPLACE_RECORD,"Et nous, avons-nous la même attitude envers tous ? Cherchons-nous à vaincre notre mauvais naturel lorsqu’une personne ne nous est pas sympathique ?",R5 omits the initial equality-toward-everyone question and loosens the following clause.,AFLP-27 H15 preserves both conceptual questions in looser French.,HIGH_ITALIAN_R3; AFLP27_PARTIAL,NO,PASS,,PARTIAL_CORROBORATION,AFLP-27 H15 preserves two distinct ideas—being consistently disposed toward others (« Suis-je toujours ainsi envers les autres ? ») and overcoming natural opposition when someone does not like us. Italian R3 is more explicit: ci sentiamo uguali con tutti + cattivo naturale.,AFLP 27e édition verified transcription (H06–H18/H23),REPLACE_RECORD,"Et nous, avons-nous la même attitude envers tous ? Cherchons-nous à vaincre notre mauvais naturel lorsqu’une personne ne nous est pas sympathique ?",ACCEPT_FOR_AUTHORIZATION,REPLACE_RECORD,"Et nous, avons-nous la même attitude envers tous ? Cherchons-nous à vaincre notre mauvais naturel lorsqu’une personne ne nous est pas sympathique ?",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,NONE_BEYOND_NORMAL_AUDIT_EVIDENCE
C0039,PASSION24.HOUR.16.P032,16,MEDITATION,"Ô Jésus, flagelle mon intelligence. Mets en fuite toutes les pensées qui pourraient m’éloigner de Toi. Flagelle mes yeux. S’ils se tournent pour regarder les choses de la terre, fais en sorte qu’un coup de tes fouets les attire à n’admirer que Toi.",H16_MEDITATION,,EDITORIAL_DEVOTIONAL_EXPANSION,MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,Body-part flagellation application absent from Italian R3 and independent English Hour line.,AFLP-27 H16 pp.144–145 preserves the expansion.,HIGH_CORE_BOUNDARY; AFLP27_CONFLICTING_SECONDARY_TRADITION,NO,PASS,Preserve unchanged as AFLP editorial/devotional witness if supplementary material is retained; move out of canonical meditation.,AFLP27_PRESERVES_NONCORE_EXPANSION,"AFLP-27 H16 explicitly preserves this first-person body-part flagellation prayer. Frozen Italian R3 passes directly from embracing Jesus’s feet to the unheard groans; the expansion is therefore a secondary AFLP devotional layer, not core Italian meditation.",AFLP 27e édition verified transcription (H06–H18/H23),MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,PRESERVE_MOVE,MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL MEDITATION AS AFLP-27 EDITORIAL/DEVOTIONAL MATERIAL,UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,MANDATORY_PRESERVE_OUTSIDE_CANONICAL_LAYER
